name,state_abbr,Year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,TotalCrime
Oklahoma      ,OK,2010,OK,3760184,18100,195,1469,               ,3345,13091,129464,37848,81303,10313,295128
Oklahoma      ,OK,2011,OK,3784163,17311,212,1410,               ,3288,12401,127618,36462,80064,11092,289858
Oklahoma      ,OK,2012,OK,3815780,18102,220,1622,               ,3248,13012,130969,36094,83131,11744,298142
Oklahoma      ,OK,2013,OK,3853118,17187,198,1715,2314,3023,11652,126418,33512,81624,11282,288925
Oklahoma      ,OK,2014,OK,3879610,16052,180,1361,1862,3073,10937,117445,29963,76719,10763,268355
Oklahoma      ,OK,2015,OK,3907414,16746,240,1418,1953,3018,11535,114055,28783,74678,10594,263020
Oklahoma      ,OK,2016,OK,3921207,17855,247,2039,2100,3174,12334,118010,29376,76358,12276,273769
Oklahoma      ,OK,2017,OK,3932640,17989,243,               ,2220,3007,12519,113611,28749,72546,12316,263200
Oklahoma      ,OK,2018,OK,3943079,18380,206,               ,2299,2791,13084,113364,26858,73217,13289,263488
Oregon        ,OR,1979,OR,2527000,13781,107,1121,               ,3299,9254,147264,40682,96823,9759,322090
Oregon        ,OR,1980,OR,2610477,12802,132,1084,               ,3978,7608,161759,45641,106712,9406,349122
Oregon        ,OR,1981,OR,2647000,12671,117,1105,               ,4780,6669,173596,52067,112518,9011,372534
Oregon        ,OR,1982,OR,2649000,12529,136,1057,               ,4433,6903,161444,47410,106061,7973,347946
Oregon        ,OR,1983,OR,2662000,12986,109,1078,               ,4533,7266,153412,46472,98880,8060,332796
Oregon        ,OR,1984,OR,2674000,13533,128,1201,               ,4508,7696,153423,48755,96742,7926,333912
Oregon        ,OR,1985,OR,2687000,14807,125,1363,               ,4986,8333,166023,50690,105725,9608,361660
Oregon        ,OR,1986,OR,2698000,14830,178,1379,               ,5555,7718,176207,53062,112312,10833,382074
Oregon        ,OR,1987,OR,2724000,14697,153,1247,               ,5338,7959,175138,48562,113907,12669,379670
Oregon        ,OR,1988,OR,2741000,14959,139,1111,               ,5289,8420,178520,48355,113872,16293,386958
Oregon        ,OR,1989,OR,2820000,14625,134,1314,               ,4282,8895,159119,40197,103690,15232,347488
Oregon        ,OR,1990,OR,2842321,14405,108,1332,               ,4102,8863,146073,32273,100765,13035,320956
Oregon        ,OR,1991,OR,2922000,14795,133,1561,               ,4387,8714,153370,34363,105145,13862,336330
Oregon        ,OR,1992,OR,2977000,15189,139,1580,               ,4507,8963,158100,32945,109274,15881,346578
Oregon        ,OR,1993,OR,3032000,15254,140,1554,               ,3930,9630,159558,31072,110878,17608,349624
Oregon        ,OR,1994,OR,3086000,16067,150,1333,               ,4264,10320,178240,33970,122506,21764,388614
Oregon        ,OR,1995,OR,3141000,16408,129,1309,               ,4332,10638,189765,34640,133075,22050,412346
Oregon        ,OR,1996,OR,3204000,14837,129,1272,               ,3914,9522,177295,31664,128618,17013,384264
Oregon        ,OR,1997,OR,3243000,14412,95,1306,               ,3811,9200,188916,33507,136129,19280,406656
Oregon        ,OR,1998,OR,3282000,13778,126,1307,               ,3452,8893,171545,30442,123841,17262,370646
Oregon        ,OR,1999,OR,3316154,12432,88,1219,               ,2858,8267,153434,26749,113052,13633,331732
Oregon        ,OR,2000,OR,3421399,12000,70,1286,               ,2888,7756,153780,25618,114230,13932,331560
Oregon        ,OR,2001,OR,3473441,10650,84,1174,               ,2749,6643,164524,26648,123034,14842,350348
Oregon        ,OR,2002,OR,3520355,10298,72,1238,               ,2742,6246,161145,25696,118925,16524,342886
Oregon        ,OR,2003,OR,3564330,10506,68,1218,               ,2847,6373,169863,28562,122327,18974,360738
Oregon        ,OR,2004,OR,3591363,10724,90,1283,               ,2751,6600,166475,30072,117868,18535,354398
Oregon        ,OR,2005,OR,3638871,10444,80,1266,               ,2478,6620,160199,27621,113316,19262,341286
Oregon        ,OR,2006,OR,3700758,10534,88,1219,               ,2711,6516,137858,24324,98897,14637,296784
Oregon        ,OR,2007,OR,3747455,11015,76,1276,               ,2864,6799,132773,22979,95157,14637,287576
Oregon        ,OR,2008,OR,3790060,9909,87,1183,               ,2656,5983,125169,21115,92677,11377,270156
Oregon        ,OR,2009,OR,3825657,9968,88,1202,               ,2499,6179,114780,19739,85064,9977,249496
Oregon        ,OR,2010,OR,3838332,9648,96,1239,               ,2421,5892,116657,20035,87494,9128,252610
Oregon        ,OR,2011,OR,3868229,9643,84,1239,               ,2237,6083,121869,20704,92059,9106,263024
Oregon        ,OR,2012,OR,3899801,9638,91,1159,               ,2419,5969,126417,22051,94114,10252,272110
Oregon        ,OR,2013,OR,3928068,9536,82,1000,1464,2394,5596,125083,20808,94363,9912,270238
Oregon        ,OR,2014,OR,3971202,10294,84,1165,1620,2270,6320,123142,18690,94177,10275,268037
Oregon        ,OR,2015,OR,4024634,10680,110,1193,1650,2163,6757,119752,18541,90514,10697,262057
Oregon        ,OR,2016,OR,4085989,10983,116,1721,1784,2307,6776,121716,16919,91507,13290,267119
Oregon        ,OR,2017,OR,4146592,11629,105,               ,1992,2474,7058,122524,17415,88091,17018,268306
Oregon        ,OR,2018,OR,4190713,11966,82,               ,1975,2549,7360,121278,16304,88418,16556,266488
Pennsylvania  ,PA,1979,PA,11731000,39133,724,2533,               ,17855,18021,370914,109668,215567,45679,820094
Pennsylvania  ,PA,1980,PA,11824220,43032,809,2722,               ,21039,18462,398761,122800,226496,49465,883586
Pennsylvania  ,PA,1981,PA,11864000,44104,729,2662,               ,22137,18576,392872,122372,226701,43799,873952
Pennsylvania  ,PA,1982,PA,11865000,42767,678,2448,               ,20806,18835,366903,106867,220623,39413,819340
Pennsylvania  ,PA,1983,PA,11895000,40782,583,2449,               ,20501,17249,339321,96425,205408,37488,760206
Pennsylvania  ,PA,1984,PA,11901000,38154,538,2764,               ,17656,17196,325960,88517,196999,40444,728228
Pennsylvania  ,PA,1985,PA,11853000,39240,550,2886,               ,17429,18375,320788,87417,194467,38904,720056
Pennsylvania  ,PA,1986,PA,11889000,42629,659,2984,               ,18085,20901,326149,87362,196657,42130,737556
Pennsylvania  ,PA,1987,PA,11936000,44087,642,3130,               ,17241,23074,333476,86177,205619,41680,755126
Pennsylvania  ,PA,1988,PA,12027000,43534,660,2992,               ,16607,23275,338486,83791,203362,51333,764040
Pennsylvania  ,PA,1989,PA,12040000,45586,753,2963,               ,18025,23845,359008,85925,216566,56517,809188
Pennsylvania  ,PA,1990,PA,11881643,51213,801,3068,               ,20930,26414,361805,86624,215119,60062,826036
Pennsylvania  ,PA,1991,PA,11961000,53824,758,3435,               ,23191,26440,371814,86074,228142,57598,851276
Pennsylvania  ,PA,1992,PA,12009000,51276,746,3324,               ,21701,25505,356155,75834,224150,56171,814862
Pennsylvania  ,PA,1993,PA,12048000,50295,823,3195,               ,21563,24714,343841,70125,220683,53033,788272
Pennsylvania  ,PA,1994,PA,12052000,51425,712,3145,               ,22497,25071,342901,66468,222280,54153,788652
Pennsylvania  ,PA,1995,PA,12072000,51586,755,3046,               ,22858,24927,354623,67815,236991,49817,812418
Pennsylvania  ,PA,1996,PA,12056000,57905,686,3034,               ,22784,31401,370851,71357,250758,48736,857512
Pennsylvania  ,PA,1997,PA,12020000,53140,705,3289,               ,18788,30358,359323,68218,246892,44213,824926
Pennsylvania  ,PA,1998,PA,12001000,50470,633,3223,               ,19787,26827,342318,63777,235873,42668,785576
Pennsylvania  ,PA,1999,PA,11994016,50431,592,3279,               ,18670,27890,323021,56037,227750,39234,746904
Pennsylvania  ,PA,2000,PA,12281054,51584,602,3247,               ,18155,29580,316274,54080,225869,36325,735716
Pennsylvania  ,PA,2001,PA,12303104,50432,651,3467,               ,17500,28814,313408,54345,223350,35713,727680
Pennsylvania  ,PA,2002,PA,12328827,49578,624,3731,               ,17163,28060,300868,55610,212441,32817,700892
Pennsylvania  ,PA,2003,PA,12370761,49210,647,3556,               ,17980,27027,300639,53918,213279,33442,699698
Pennsylvania  ,PA,2004,PA,12394471,50998,650,3535,               ,18474,28339,299611,54443,214199,30969,701218
Pennsylvania  ,PA,2005,PA,12405348,52761,756,3586,               ,19214,29205,300444,56134,214916,29394,706410
Pennsylvania  ,PA,2006,PA,12440621,55028,741,3611,               ,21095,29581,304589,57739,217142,29708,719234
Pennsylvania  ,PA,2007,PA,12432792,51806,725,3443,               ,19440,28198,293850,56091,211248,26511,691312
Pennsylvania  ,PA,2008,PA,12448279,51044,705,3485,               ,18873,27981,300294,58687,219115,22492,702676
Pennsylvania  ,PA,2009,PA,12604767,48188,664,3626,               ,17504,26394,277182,54772,204588,17822,650740
Pennsylvania  ,PA,2010,PA,12717722,46612,653,3472,               ,16375,26112,276366,55206,204440,16720,645956
Pennsylvania  ,PA,2011,PA,12743948,46189,639,3339,               ,16165,26046,283442,57966,208604,16872,659262
Pennsylvania  ,PA,2012,PA,12764475,45384,707,3371,               ,15735,25571,276562,57040,204409,15113,643892
Pennsylvania  ,PA,2013,PA,12781296,42825,611,2728,3795,14739,23680,263176,52000,197410,13766,614730
Pennsylvania  ,PA,2014,PA,12793767,40298,610,2785,3839,13545,22304,246982,45718,188211,13053,577345
Pennsylvania  ,PA,2015,PA,12791904,40348,665,3105,4299,12965,22419,231941,39573,180236,12132,547683
Pennsylvania  ,PA,2016,PA,12787085,40389,674,4433,4459,12314,22942,222394,35178,174147,13069,529999
Pennsylvania  ,PA,2017,PA,12790447,40030,742,               ,4216,11777,23295,210316,31925,165434,12957,500692
Pennsylvania  ,PA,2018,PA,12807060,39192,784,               ,4483,9848,24077,190816,27104,150596,13116,460016
Rhode Island  ,RI,1979,RI,929000,3485,30,141,               ,1019,2295,50114,14400,28347,7367,107198
Rhode Island  ,RI,1980,RI,945835,3864,42,162,               ,1122,2538,52249,16233,28037,7979,112226
Rhode Island  ,RI,1981,RI,952000,4205,40,170,               ,1257,2738,51504,15755,27525,8224,111418
Rhode Island  ,RI,1982,RI,958000,3849,35,186,               ,1099,2529,47539,13414,27077,7048,102776
Rhode Island  ,RI,1983,RI,955000,3392,26,160,               ,1078,2128,44410,12722,25463,6225,95604
Rhode Island  ,RI,1984,RI,962000,3220,33,205,               ,1091,1891,42706,11396,24654,6656,91852
Rhode Island  ,RI,1985,RI,968000,3355,35,253,               ,1122,1945,42368,11929,24119,6320,91446
Rhode Island  ,RI,1986,RI,975000,3271,34,209,               ,1157,1871,44528,12616,25041,6871,95598
Rhode Island  ,RI,1987,RI,986000,3547,35,241,               ,1062,2209,48568,14208,26635,7725,104230
Rhode Island  ,RI,1988,RI,995000,3947,41,303,               ,1146,2457,47837,12550,27049,8238,103568
Rhode Island  ,RI,1989,RI,998000,3772,49,266,               ,1122,2335,48372,12045,27104,9223,104288
Rhode Island  ,RI,1990,RI,1003464,4334,48,248,               ,1224,2814,49378,12755,27046,9577,107424
Rhode Island  ,RI,1991,RI,1004000,4638,37,310,               ,1234,3057,45957,11320,26664,7973,101190
Rhode Island  ,RI,1992,RI,1005000,3965,36,311,               ,950,2668,42044,10529,24052,7463,92018
Rhode Island  ,RI,1993,RI,1000000,4017,39,286,               ,1011,2681,40973,10409,24101,6463,89980
Rhode Island  ,RI,1994,RI,997000,3744,41,273,               ,870,2560,37323,9101,23039,5183,82134
Rhode Island  ,RI,1995,RI,990000,3643,33,267,               ,914,2429,38378,9234,24780,4364,84042
Rhode Island  ,RI,1996,RI,990000,3437,25,287,               ,824,2301,36099,8135,23367,4597,79072
Rhode Island  ,RI,1997,RI,987000,3292,25,363,               ,707,2197,32777,7083,21499,4195,72138
Rhode Island  ,RI,1998,RI,988000,3084,24,351,               ,659,2050,31672,6452,21391,3829,69512
Rhode Island  ,RI,1999,RI,990819,2840,36,391,               ,788,1625,32657,6341,22284,4032,70994
Rhode Island  ,RI,2000,RI,1048319,3121,45,412,               ,922,1742,33323,6620,22038,4665,72888
Rhode Island  ,RI,2001,RI,1059659,3278,39,416,               ,986,1837,35742,6824,23875,5043,78040
Rhode Island  ,RI,2002,RI,1068326,3051,41,395,               ,916,1699,35342,6415,24051,4876,76786
Rhode Island  ,RI,2003,RI,1076084,3074,25,505,               ,830,1714,32231,5524,22320,4387,70610
Rhode Island  ,RI,2004,RI,1079916,2673,26,320,               ,731,1596,31166,5465,21623,4078,67678
Rhode Island  ,RI,2005,RI,1073579,2710,34,323,               ,776,1577,29287,5319,19567,4401,63994
Rhode Island  ,RI,2006,RI,1067610,2460,27,289,               ,740,1404,27914,5453,18852,3609,60748
Rhode Island  ,RI,2007,RI,1057832,2424,19,258,               ,760,1387,27576,5206,19175,3195,60000
Rhode Island  ,RI,2008,RI,1050788,2656,31,282,               ,880,1463,29895,5766,20926,3203,65102
Rhode Island  ,RI,2009,RI,1053209,2678,32,296,               ,785,1565,27558,5753,19403,2402,60472
Rhode Island  ,RI,2010,RI,1052528,2709,29,298,               ,782,1600,26959,6124,18432,2403,59336
Rhode Island  ,RI,2011,RI,1050646,2586,20,319,               ,744,1503,27976,6836,18765,2375,61124
Rhode Island  ,RI,2012,RI,1050304,2657,26,292,               ,715,1614,27039,5929,18478,2632,59382
Rhode Island  ,RI,2013,RI,1053354,2710,31,333,449,683,1547,25741,5621,17881,2239,57235
Rhode Island  ,RI,2014,RI,1054907,2320,26,264,366,530,1398,22982,4830,16317,1835,50868
Rhode Island  ,RI,2015,RI,1055607,2565,31,342,467,547,1520,20038,3938,14714,1386,45548
Rhode Island  ,RI,2016,RI,1057566,2529,29,442,445,541,1514,18910,3650,14157,1103,43320
Rhode Island  ,RI,2017,RI,1056486,2474,21,               ,454,474,1525,18585,3219,13882,1484,42118
Rhode Island  ,RI,2018,RI,1057315,2317,16,               ,481,454,1366,17561,2810,13220,1531,39756
South Carolina,SC,1979,SC,2932000,19889,368,1006,               ,3156,15359,128651,44160,75807,8684,297080
South Carolina,SC,1980,SC,3064557,20225,348,1148,               ,3620,15109,146461,51177,85905,9379,333372
South Carolina,SC,1981,SC,3166000,20275,330,1148,               ,3805,14992,148127,50520,88887,8720,336804
South Carolina,SC,1982,SC,3203000,23061,348,1242,               ,3921,17550,148657,47752,92009,8896,343436
South Carolina,SC,1983,SC,3264000,20133,321,1144,               ,3425,15243,135590,42263,85501,7826,311446
South Carolina,SC,1984,SC,3300000,20607,305,1329,               ,3408,15565,133270,40646,84753,7871,307754
South Carolina,SC,1985,SC,3347000,21121,304,1385,               ,3143,16289,140892,41955,90260,8677,324026
South Carolina,SC,1986,SC,3378000,22789,291,1395,               ,3361,17742,150752,45276,96132,9344,347082
South Carolina,SC,1987,SC,3425000,22773,318,1497,               ,3463,17495,154021,46511,97892,9618,353588
South Carolina,SC,1988,SC,3493000,25889,325,1493,               ,4357,19714,163164,49467,103055,10642,378106
South Carolina,SC,1989,SC,3512000,28576,320,1632,               ,4574,22050,168772,48914,107845,12013,394696
South Carolina,SC,1990,SC,3486703,34050,390,1873,               ,5313,26474,176729,48132,115144,13453,421558
South Carolina,SC,1991,SC,3560000,34621,402,2098,               ,6092,26029,185359,51793,119784,13782,439960
South Carolina,SC,1992,SC,3603000,34029,373,2072,               ,6148,25436,178298,49669,116186,12443,424654
South Carolina,SC,1993,SC,3643000,37281,377,1905,               ,6825,28174,177779,47695,117553,12531,430120
South Carolina,SC,1994,SC,3664000,37756,353,1991,               ,6817,28595,182114,46678,122252,13184,439740
South Carolina,SC,1995,SC,3673000,36067,292,1737,               ,6461,27577,186656,46083,126416,14157,445446
South Carolina,SC,1996,SC,3699000,36875,332,1821,               ,6361,28361,192986,47487,129650,15849,459722
South Carolina,SC,1997,SC,3760000,37235,314,1837,               ,6624,28460,193402,46322,131325,15755,461274
South Carolina,SC,1998,SC,3836000,34647,306,1753,               ,5943,26645,186960,44600,126412,15948,443214
South Carolina,SC,1999,SC,3885736,32920,258,1587,               ,5760,25315,173987,39630,119912,14445,413814
South Carolina,SC,2000,SC,4012012,33225,291,1660,               ,6220,25054,181290,40319,125385,15586,429030
South Carolina,SC,2001,SC,4062125,33114,330,1769,               ,5987,25028,186054,42611,126742,16701,438336
South Carolina,SC,2002,SC,4103770,33761,298,1959,               ,5774,25730,183808,43745,123196,16867,435138
South Carolina,SC,2003,SC,4148744,33455,303,1952,               ,5801,25399,187592,43993,127809,15790,442094
South Carolina,SC,2004,SC,4197892,33160,286,1772,               ,5468,25634,190456,43739,130991,15726,447232
South Carolina,SC,2005,SC,4246933,32590,314,1862,               ,5657,24757,185606,42741,126489,16376,436392
South Carolina,SC,2006,SC,4321249,33322,362,1834,               ,5902,25224,184712,42952,125075,16685,436068
South Carolina,SC,2007,SC,4407709,34630,364,1773,               ,6354,26139,189304,45398,126802,17104,447868
South Carolina,SC,2008,SC,4479800,32746,307,1686,               ,6595,24158,189950,45964,126316,17670,445392
South Carolina,SC,2009,SC,4561242,30799,305,1663,               ,5753,23078,178310,45443,119250,13617,418218
South Carolina,SC,2010,SC,4637106,27923,265,1551,               ,5017,21090,181098,46261,121544,13293,418042
South Carolina,SC,2011,SC,4673348,27894,320,1678,               ,4631,21265,183243,47351,122255,13637,422274
South Carolina,SC,2012,SC,4723417,26474,332,1712,               ,4511,19919,181049,45222,122340,13487,415046
South Carolina,SC,2013,SC,4771929,24263,305,1739,2233,3965,17760,173261,40930,119730,12601,396787
South Carolina,SC,2014,SC,4829160,24038,322,1522,2185,4018,17513,168281,37163,118173,12945,386160
South Carolina,SC,2015,SC,4894834,24448,407,1717,2439,3950,17652,162830,34942,114778,13110,376273
South Carolina,SC,2016,SC,4959822,25137,358,2387,2491,4071,18217,161534,33149,114455,13930,375729
South Carolina,SC,2017,SC,5021219,25412,380,               ,2576,3884,18572,160368,31165,114931,14272,371560
South Carolina,SC,2018,SC,5084127,24825,392,               ,2434,3553,18446,153421,29473,109616,14332,356492
South Dakota  ,SD,1979,SD,689000,1096,14,113,               ,140,829,19297,4316,13782,1199,40786
South Dakota  ,SD,1980,SD,688217,873,5,86,               ,138,644,21447,4766,15521,1160,44640
South Dakota  ,SD,1981,SD,685000,718,12,79,               ,122,505,19922,4348,14587,987,41280
South Dakota  ,SD,1982,SD,691000,684,19,79,               ,118,468,17592,3885,12889,818,36552
South Dakota  ,SD,1983,SD,700000,840,15,119,               ,111,595,16993,3820,12453,720,35666
South Dakota  ,SD,1984,SD,706000,1041,13,190,               ,105,733,17403,3529,13102,772,36888
South Dakota  ,SD,1985,SD,708000,967,13,168,               ,121,665,17730,3867,13142,721,37394
South Dakota  ,SD,1986,SD,708000,883,28,125,               ,115,615,18346,3919,13728,699,38458
South Dakota  ,SD,1987,SD,709000,849,13,146,               ,87,603,18138,3787,13673,678,37974
South Dakota  ,SD,1988,SD,715000,813,22,192,               ,87,512,17641,3703,13255,683,36908
South Dakota  ,SD,1989,SD,715000,969,9,229,               ,84,647,18230,3394,14057,779,38398
South Dakota  ,SD,1990,SD,696004,1133,14,239,               ,86,794,19116,3671,14678,767,40498
South Dakota  ,SD,1991,SD,703000,1281,12,279,               ,132,858,20366,4146,15412,808,43294
South Dakota  ,SD,1992,SD,711000,1383,4,368,               ,120,891,19939,3849,15371,719,42644
South Dakota  ,SD,1993,SD,715000,1490,24,318,               ,107,1041,19661,3927,14915,819,42302
South Dakota  ,SD,1994,SD,721000,1641,10,303,               ,135,1193,20726,3938,15916,872,44734
South Dakota  ,SD,1995,SD,729000,1513,13,299,               ,189,1012,20799,3942,15976,881,44624
South Dakota  ,SD,1996,SD,732000,1297,9,300,               ,138,850,20443,4077,15532,834,43480
South Dakota  ,SD,1997,SD,738000,1457,10,357,               ,172,918,22491,4088,17545,858,47896
South Dakota  ,SD,1998,SD,738000,1139,10,258,               ,149,722,18227,3458,14006,763,38732
South Dakota  ,SD,1999,SD,733133,1227,18,336,               ,103,770,18159,3255,14043,861,38772
South Dakota  ,SD,2000,SD,754844,1259,7,305,               ,131,816,16252,2896,12558,798,35022
South Dakota  ,SD,2001,SD,758324,1171,7,351,               ,103,710,16473,3087,12571,815,35288
South Dakota  ,SD,2002,SD,760437,1350,11,361,               ,117,861,15992,3034,12139,819,34684
South Dakota  ,SD,2003,SD,764905,1329,10,356,               ,104,859,15324,2878,11572,874,33306
South Dakota  ,SD,2004,SD,770621,1319,17,336,               ,112,854,14885,3148,10890,847,32408
South Dakota  ,SD,2005,SD,774883,1387,18,377,               ,145,847,13694,2505,10350,839,30162
South Dakota  ,SD,2006,SD,781919,2071,30,465,               ,158,1418,13812,3024,9954,834,31766
South Dakota  ,SD,2007,SD,796214,1926,31,433,               ,118,1344,13829,2647,10398,784,31510
South Dakota  ,SD,2008,SD,804194,2227,37,562,               ,134,1494,13867,2683,10266,918,32188
South Dakota  ,SD,2009,SD,812383,1777,30,501,               ,117,1129,14378,2621,10891,866,32310
South Dakota  ,SD,2010,SD,816598,2196,23,385,               ,154,1634,15188,3192,11196,800,34768
South Dakota  ,SD,2011,SD,823593,2105,20,503,               ,167,1415,15299,2927,11423,949,34808
South Dakota  ,SD,2012,SD,834047,2701,23,600,               ,157,1921,17326,3280,12973,1073,40054
South Dakota  ,SD,2013,SD,845510,2733,18,454,507,156,2052,16274,3383,11955,936,38468
South Dakota  ,SD,2014,SD,853304,2801,23,336,478,199,2101,16036,2817,12209,1010,38010
South Dakota  ,SD,2015,SD,857919,3302,33,367,500,215,2554,16739,2969,12576,1194,40449
South Dakota  ,SD,2016,SD,861542,3636,28,509,526,274,2808,17207,3002,12705,1500,42195
South Dakota  ,SD,2017,SD,873286,3753,27,               ,575,264,2887,16588,2835,12285,1468,40682
South Dakota  ,SD,2018,SD,882235,3570,12,               ,614,262,2682,15251,2571,11156,1524,37642
Tennessee     ,TN,1979,TN,4380000,18135,430,1511,               ,7277,8917,157651,56710,84850,16091,351572
Tennessee     ,TN,1980,TN,4545590,20824,489,1700,               ,8208,10427,183632,68251,98876,16505,408912
Tennessee     ,TN,1981,TN,4610000,19019,448,1735,               ,7916,8920,179737,63811,100526,15400,397512
Tennessee     ,TN,1982,TN,4651000,19586,452,1651,               ,8173,9310,185692,59934,110316,15442,410556
Tennessee     ,TN,1983,TN,4685000,18836,410,1682,               ,8094,8650,169110,56498,97785,14827,375892
Tennessee     ,TN,1984,TN,4717000,21010,394,1887,               ,7867,10862,162462,53002,92176,17284,366944
Tennessee     ,TN,1985,TN,4762000,22592,429,2027,               ,8614,11522,175827,55563,97159,23105,396838
Tennessee     ,TN,1986,TN,4803000,25919,501,2256,               ,9978,13184,191861,63649,102103,26109,435560
Tennessee     ,TN,1987,TN,4855000,25900,444,2133,               ,9409,13914,200616,65632,107459,27525,453032
Tennessee     ,TN,1988,TN,4919000,26205,461,2201,               ,8537,15006,193647,60894,106052,26701,439704
Tennessee     ,TN,1989,TN,4940000,27118,417,2270,               ,7926,16505,195854,59621,109908,26325,445944
Tennessee     ,TN,1990,TN,4877185,32698,511,2415,               ,9325,20447,213648,61646,124127,27875,492692
Tennessee     ,TN,1991,TN,4953000,35955,547,2299,               ,10543,22566,229856,67608,131855,30393,531622
Tennessee     ,TN,1992,TN,5024000,37487,520,2377,               ,10964,23626,220534,63665,127934,28935,516042
Tennessee     ,TN,1993,TN,5099000,39047,521,2544,               ,11224,24758,228117,60299,137683,30135,534328
Tennessee     ,TN,1994,TN,5175000,38705,482,2545,               ,10735,24943,226247,59080,138173,28994,529904
Tennessee     ,TN,1995,TN,5256000,40549,557,2477,               ,11732,25783,241315,60086,147143,34086,563728
Tennessee     ,TN,1996,TN,5320000,41175,503,2475,               ,11902,26295,248729,61896,152405,34428,579808
Tennessee     ,TN,1997,TN,5368000,42389,511,3056,               ,11487,27335,253484,62899,156843,33742,591746
Tennessee     ,TN,1998,TN,5431000,38832,460,2485,               ,9667,26220,234588,58432,148057,28099,546840
Tennessee     ,TN,1999,TN,5483535,38111,391,2415,               ,8598,26707,219302,51362,142685,25255,514826
Tennessee     ,TN,2000,TN,5689283,40233,410,2186,               ,9465,28172,237985,56344,154111,27530,556436
Tennessee     ,TN,2001,TN,5749398,42776,423,2196,               ,10219,29938,252992,59705,165015,28272,591536
Tennessee     ,TN,2002,TN,5789796,41562,420,2290,               ,9413,29439,249399,61248,161610,26541,581922
Tennessee     ,TN,2003,TN,5845208,40409,396,2129,               ,9413,28471,256565,63323,166769,26473,593948
Tennessee     ,TN,2004,TN,5893298,41113,357,2282,               ,8863,29611,254991,60386,169828,24777,592208
Tennessee     ,TN,2005,TN,5955745,45104,431,2194,               ,10009,32470,256093,61508,169357,25228,602394
Tennessee     ,TN,2006,TN,6038803,46043,419,2194,               ,11143,32287,249860,63024,164183,22653,591806
Tennessee     ,TN,2007,TN,6156719,46482,405,2201,               ,11033,32843,252342,61817,168807,21718,597648
Tennessee     ,TN,2008,TN,6214888,44913,412,2078,               ,10804,31619,251089,65093,166793,19203,592004
Tennessee     ,TN,2009,TN,6296254,41933,468,2019,               ,9653,29793,237157,63832,158309,15016,558180
Tennessee     ,TN,2010,TN,6357436,38909,359,2173,               ,8361,28016,232855,64293,153729,14833,543528
Tennessee     ,TN,2011,TN,6399787,38895,380,2095,               ,8082,28338,230900,62830,153928,14142,539590
Tennessee     ,TN,2012,TN,6454914,41213,400,2047,               ,8151,30615,217925,56231,148731,12963,518276
Tennessee     ,TN,2013,TN,6497269,38063,335,1904,2500,7333,27895,207683,51334,144443,11906,493396
Tennessee     ,TN,2014,TN,6547779,39989,369,1870,2595,7268,29757,200911,46798,141464,12649,483670
Tennessee     ,TN,2015,TN,6595056,40816,418,2032,2801,7499,30098,196047,43753,139259,13035,475758
Tennessee     ,TN,2016,TN,6649404,42459,495,2714,2803,7829,31332,191199,40607,135353,15239,470030
Tennessee     ,TN,2017,TN,6708794,43940,538,               ,3028,7867,32507,198028,38819,140636,18573,483936
Tennessee     ,TN,2018,TN,6770010,42226,498,               ,2821,7190,31717,191279,33132,137708,20439,467010
Texas         ,TX,1979,TX,13385000,67988,2235,6043,               ,25667,34043,725109,239758,412515,72836,1586194
Texas         ,TX,1980,TX,14169829,77978,2392,6700,               ,29547,39339,792480,262600,450792,79088,1740916
Texas         ,TX,1981,TX,14755000,78560,2446,6821,               ,28528,40765,814163,275978,454879,83306,1785446
Texas         ,TX,1982,TX,15280000,88178,2466,6816,               ,33618,45278,874799,285967,501727,87105,1925954
Texas         ,TX,1983,TX,15724000,80546,2239,6333,               ,29769,42205,848312,262198,503582,82532,1857716
Texas         ,TX,1984,TX,15989000,80737,2093,7343,               ,28540,42761,883391,266074,529518,87799,1928256
Texas         ,TX,1985,TX,16370000,90030,2132,8364,               ,31680,47854,985265,289825,595912,99528,2150590
Texas         ,TX,1986,TX,16682000,109925,2258,8607,               ,40021,59039,1125897,341747,665029,119121,2471644
Texas         ,TX,1987,TX,16789000,105961,1959,8068,               ,38053,57881,1190558,355597,711594,123367,2593038
Texas         ,TX,1988,TX,16780000,109499,2022,8119,               ,39301,60057,1235870,361972,739642,134256,2690738
Texas         ,TX,1989,TX,16991000,111889,2029,7951,               ,37913,63996,1234977,342346,741660,150971,2693732
Texas         ,TX,1990,TX,16986510,129343,2389,8750,               ,44297,73907,1200151,314512,731224,154415,2658988
Texas         ,TX,1991,TX,17349000,145743,2652,9266,               ,49700,84125,1210784,312693,734261,163830,2713054
Texas         ,TX,1992,TX,17656000,142369,2239,9437,               ,44588,86105,1103779,268928,689780,145071,2492296
Texas         ,TX,1993,TX,18031000,137419,2147,9922,               ,40469,84881,1023612,233913,664862,124837,2322062
Texas         ,TX,1994,TX,18378000,129838,2022,9102,               ,37643,81071,949387,214687,623947,110753,2158450
Texas         ,TX,1995,TX,18724000,124303,1693,8563,               ,33667,80380,940033,202642,632468,104923,2128672
Texas         ,TX,1996,TX,19128000,123270,1477,8376,               ,32804,80613,968732,204390,659414,104928,2184004
