name,state_abbr,Year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,TotalCrime
Texas         ,TX,1997,TX,19439000,117126,1327,8011,               ,30522,77266,948231,201059,645451,101721,2130714
Texas         ,TX,1998,TX,19760000,111566,1346,7913,               ,28677,73630,898496,194883,606967,96646,2020124
Texas         ,TX,1999,TX,20044141,112306,1217,7614,               ,29405,74070,896261,190362,613862,92037,2017134
Texas         ,TX,2000,TX,20851820,113653,1238,7856,               ,30257,74302,919658,188975,637522,93161,2066622
Texas         ,TX,2001,TX,21370983,122155,1332,8169,               ,35348,77306,976654,204362,669625,102667,2197618
Texas         ,TX,2002,TX,21736925,126018,1302,8508,               ,37580,78628,1004274,212602,688992,102680,2260584
Texas         ,TX,2003,TX,22103374,122246,1422,8025,               ,37017,75782,1016735,219877,698644,98214,2277962
Texas         ,TX,2004,TX,22471549,121554,1364,8388,               ,35817,75985,1010702,220118,696507,94077,2264512
Texas         ,TX,2005,TX,22928508,121091,1407,8511,               ,35790,75383,990293,219828,677042,93423,2222768
Texas         ,TX,2006,TX,23507783,121602,1386,8429,               ,37256,74531,959846,215710,648711,95425,2162896
Texas         ,TX,2007,TX,23904380,122014,1419,8460,               ,38778,73357,985421,228320,663101,94000,2214870
Texas         ,TX,2008,TX,24326974,123585,1370,8055,               ,37739,76421,969865,230046,654435,85384,2186900
Texas         ,TX,2009,TX,24782302,121684,1330,8311,               ,38022,74021,995082,240058,678455,76569,2233532
Texas         ,TX,2010,TX,25253466,113231,1249,7622,               ,32843,71517,951246,228597,654626,68023,2128954
Texas         ,TX,2011,TX,25631778,104734,1130,7486,               ,28620,67498,892810,215755,613131,63924,1995088
Texas         ,TX,2012,TX,26060796,106475,1148,7715,               ,30385,67227,876459,205002,606425,65032,1965868
Texas         ,TX,2013,TX,26505637,108757,1140,7610,10456,31810,65351,862289,191062,605440,65787,1949702
Texas         ,TX,2014,TX,26979078,109711,1192,8400,11636,31021,65862,813515,168085,577018,68412,1854852
Texas         ,TX,2015,TX,27429639,113193,1317,8941,12323,31924,67629,779234,153067,558653,67514,1793795
Texas         ,TX,2016,TX,27904862,121064,1478,13367,13446,33298,72842,769892,148796,552106,68990,1795279
Texas         ,TX,2017,TX,28322717,123984,1405,               ,14536,32120,75923,723143,133458,521767,67918,1694254
Texas         ,TX,2018,TX,28701845,117927,1322,               ,14693,28256,73656,679430,117911,491702,69817,1594714
USA           ,US,1979,US,220099000,1208030,21460,76390,               ,480700,629480,11041500,3327700,6601000,1112800,24499060
USA           ,US,1980,US,225349264,1344520,23040,82990,               ,565840,672650,12063700,3795200,7136900,1131700,26816540
USA           ,US,1981,US,229465714,1361820,22520,82500,               ,592910,663900,12061900,3779700,7194400,1087800,26847450
USA           ,US,1982,US,231664458,1322390,21010,78770,               ,553130,669480,11652000,3447100,7142500,1062400,25948780
USA           ,US,1983,US,233791994,1258087,19308,78918,               ,506567,653294,10850543,3129851,6712759,1007933,24217260
USA           ,US,1984,US,235824902,1273282,18692,84233,               ,485008,685349,10608473,2984434,6591874,1032165,23763510
USA           ,US,1985,US,237923795,1327767,18976,87671,               ,497874,723246,11102590,3073348,6926380,1102862,24860714
USA           ,US,1986,US,240132887,1489169,20613,91459,               ,542775,834322,11722700,3241410,7257153,1224137,26423738
USA           ,US,1987,US,242288918,1483999,20096,91111,               ,517704,855088,12024709,3236184,7499851,1288674,27017416
USA           ,US,1988,US,244498982,1566221,20675,92486,               ,542968,910092,12356865,3218077,7705872,1432916,27846172
USA           ,US,1989,US,246819230,1646037,21500,94504,               ,578326,951707,12605412,3168170,7872442,1564800,28502898
USA           ,US,1990,US,249464396,1820127,23438,102555,               ,639271,1054863,12655486,3073909,7945670,1635907,28951226
USA           ,US,1991,US,252153092,1911767,24703,106593,               ,687732,1092739,12961116,3157150,8142228,1661738,29745766
USA           ,US,1992,US,255029699,1932274,23760,109062,               ,672478,1126974,12505917,2979884,7915199,1610834,28876382
USA           ,US,1993,US,257782608,1926017,24526,106014,               ,659870,1135607,12218777,2834808,7820909,1563060,28289588
USA           ,US,1994,US,260327021,1857670,23326,102216,               ,618949,1113179,12131873,2712774,7879812,1539287,27979086
USA           ,US,1995,US,262803276,1798792,21606,97470,               ,580509,1099207,12063935,2593784,7997710,1472441,27725454
USA           ,US,1996,US,265228572,1688540,19645,96252,               ,535594,1037049,11805323,2506400,7904685,1394238,26987726
USA           ,US,1997,US,267783607,1636099,18211,96153,               ,498534,1023201,11558975,2461026,7743760,1354189,26390148
USA           ,US,1998,US,270248003,1533887,16974,93144,               ,447186,976583,10951827,2332735,7376311,1242781,24971428
USA           ,US,1999,US,272690813,1426044,15522,89411,               ,409371,911740,10208334,2100739,6955520,1152075,23268756
USA           ,US,2000,US,281421906,1425486,15586,90178,               ,408016,911706,10182584,2050992,6971590,1160002,23216140
USA           ,US,2001,US,285317559,1439480,16037,90863,               ,423557,909023,10437189,2116531,7092267,1228391,               
USA           ,US,2002,US,287973924,1423677,16229,95235,               ,420806,891407,10455277,2151252,7057379,1246646,23757908
USA           ,US,2003,US,290788976,1383676,16528,93883,               ,414235,859030,10442862,2154834,7026802,1261226,23653076
USA           ,US,2004,US,293656842,1360088,16148,95089,               ,401470,847381,10319386,2144446,6937089,1237851,23358948
USA           ,US,2005,US,296507061,1390745,16740,94347,               ,417438,862220,10174754,2155448,6783447,1235859,23130998
USA           ,US,2006,US,299398484,1435123,17309,94472,               ,449246,874096,10019601,2194993,6626363,1198245,22909448
USA           ,US,2007,US,301621157,1422970,17128,92160,               ,447324,866358,9882212,2190198,6591542,1100472,22610364
USA           ,US,2008,US,304059724,1394461,16465,90750,               ,443563,843683,9774152,2228887,6586206,959059,22337226
USA           ,US,2009,US,307006550,1325896,15399,89241,               ,408742,812514,9337060,2203313,6338095,795652,21325912
USA           ,US,2010,US,309330219,1251248,14722,85593,               ,369089,781844,9112625,2168459,6204601,739565,20727746
USA           ,US,2011,US,311587816,1206031,14661,84175,               ,354772,752423,9052743,2185140,6151095,716508,20517548
USA           ,US,2012,US,313873685,1217057,14856,85141,               ,355051,762009,9001992,2109932,6168874,723186,20438098
USA           ,US,2013,US,316497531,1168298,14319,82109,113695,345093,726777,8651892,1932139,6019465,700288,19754075
USA           ,US,2014,US,318907401,1153022,14164,84864,118027,322905,731089,8209010,1713153,5809054,686803,18842091
USA           ,US,2015,US,320896618,1199310,15883,91261,126134,328109,764057,8024115,1587564,5723488,713063,18572984
USA           ,US,2016,US,323405935,1285606,17413,96970,132414,332797,802982,7928530,1516405,5644835,767290,18525242
Utah          ,UT,1979,UT,1367000,4158,66,381,               ,1062,2649,70918,16115,50216,4587,150152
Utah          ,UT,1980,UT,1458729,4425,55,404,               ,1170,2796,81357,19283,57354,4720,171564
Utah          ,UT,1981,UT,1516000,4527,50,431,               ,1286,2760,82643,19326,58855,4462,174340
Utah          ,UT,1982,UT,1554000,4440,53,369,               ,1344,2674,78451,17202,57341,3908,165782
Utah          ,UT,1983,UT,1619000,4144,56,403,               ,1041,2644,78715,16446,58453,3816,165718
Utah          ,UT,1984,UT,1652000,4035,47,336,               ,958,2694,74703,14176,56782,3745,157476
Utah          ,UT,1985,UT,1645000,4398,50,381,               ,908,3059,83072,15511,63668,3893,174940
Utah          ,UT,1986,UT,1665000,4441,53,421,               ,976,2991,86774,15233,67825,3716,182430
Utah          ,UT,1987,UT,1680000,3861,55,365,               ,887,2554,90532,15975,71038,3519,188786
Utah          ,UT,1988,UT,1691000,4110,47,399,               ,915,2749,90223,14898,71677,3648,188666
Utah          ,UT,1989,UT,1707000,4417,45,489,               ,898,2985,92577,15311,73210,4056,193988
Utah          ,UT,1990,UT,1722850,4892,52,651,               ,980,3209,92620,15172,73352,4096,195024
Utah          ,UT,1991,UT,1770000,5077,52,808,               ,976,3241,94178,14872,75041,4265,198510
Utah          ,UT,1992,UT,1813000,5267,54,823,               ,1014,3376,97322,16045,76964,4313,205178
Utah          ,UT,1993,UT,1860000,5599,58,829,               ,1090,3622,91816,14708,72603,4505,194830
Utah          ,UT,1994,UT,1908000,5810,56,806,               ,1213,3735,95332,15089,74554,5689,202284
Utah          ,UT,1995,UT,1951000,6415,76,834,               ,1309,4196,112417,15623,89202,7592,237664
Utah          ,UT,1996,UT,2000000,6638,63,836,               ,1377,4362,113079,16965,87542,8572,239434
Utah          ,UT,1997,UT,2059000,6878,50,977,               ,1408,4443,116569,18335,89090,9144,246894
Utah          ,UT,1998,UT,2100000,6599,65,875,               ,1385,4274,109025,17070,84255,7700,231248
Utah          ,UT,1999,UT,2129836,5869,44,806,               ,1158,3861,100130,14592,78156,7382,211998
Utah          ,UT,2000,UT,2233169,5711,43,863,               ,1242,3563,94247,14348,73438,6461,199916
Utah          ,UT,2001,UT,2278712,5314,67,896,               ,1197,3154,90993,13804,70676,6513,192614
Utah          ,UT,2002,UT,2318789,5488,47,943,               ,1140,3358,97641,15124,74795,7722,206258
Utah          ,UT,2003,UT,2352119,5889,60,919,               ,1258,3652,100084,16961,75321,7802,211946
Utah          ,UT,2004,UT,2420708,5647,46,967,               ,1236,3398,97762,15225,74889,7648,206818
Utah          ,UT,2005,UT,2490334,5612,56,920,               ,1095,3541,95546,14971,72082,8493,202316
Utah          ,UT,2006,UT,2550063,5771,51,891,               ,1242,3587,89572,14721,66480,8371,190686
Utah          ,UT,2007,UT,2645330,6347,59,935,               ,1425,3928,93082,15594,68573,8915,198858
Utah          ,UT,2008,UT,2736424,6165,41,915,               ,1421,3788,92373,14766,70299,7308,197076
Utah          ,UT,2009,UT,2784572,5998,39,941,               ,1304,3714,91751,15258,69556,6937,195498
Utah          ,UT,2010,UT,2775479,5925,53,983,               ,1269,3620,88316,15095,67242,5979,188482
Utah          ,UT,2011,UT,2814347,5547,50,901,               ,1079,3517,84084,13170,64727,6187,179262
Utah          ,UT,2012,UT,2854871,5939,52,975,               ,1105,3807,86284,13095,67157,6032,184446
Utah          ,UT,2013,UT,2902787,6644,51,926,1522,1247,3824,88334,13727,67115,7492,190882
Utah          ,UT,2014,UT,2944498,6464,66,1114,1547,1313,3538,85473,11656,66487,7330,184988
Utah          ,UT,2015,UT,2990632,7138,57,1247,1704,1329,4048,89797,12606,68464,8727,195117
Utah          ,UT,2016,UT,3044321,7406,74,1520,1560,1528,4244,90561,12938,68261,9362,197454
Utah          ,UT,2017,UT,3103118,7515,74,               ,1758,1498,4185,86201,11780,64955,9466,187432
Utah          ,UT,2018,UT,3161105,7368,60,               ,1753,1236,4319,75156,9968,57460,7728,165048
Vermont       ,VT,1979,VT,493000,908,7,113,               ,141,647,25217,7779,15776,1662,52250
Vermont       ,VT,1980,VT,511299,914,11,149,               ,199,555,24592,7806,15278,1508,51012
Vermont       ,VT,1981,VT,515000,659,22,170,               ,142,325,25404,8033,15860,1511,52126
Vermont       ,VT,1982,VT,516000,655,12,180,               ,119,344,23555,6080,16160,1315,48420
Vermont       ,VT,1983,VT,525000,696,19,214,               ,146,317,21001,5724,14296,981,43394
Vermont       ,VT,1984,VT,530000,769,12,105,               ,122,530,20261,5387,14054,820,42060
Vermont       ,VT,1985,VT,535000,790,18,103,               ,112,557,20011,5210,13924,877,41602
Vermont       ,VT,1986,VT,541000,807,11,118,               ,120,558,20708,5135,14593,980,43030
Vermont       ,VT,1987,VT,548000,748,15,123,               ,92,518,22658,6085,15485,1088,46812
Vermont       ,VT,1988,VT,556000,791,11,128,               ,89,563,22786,6098,15591,1097,47154
Vermont       ,VT,1989,VT,567000,753,11,131,               ,102,509,22429,5835,15466,1128,46364
Vermont       ,VT,1990,VT,562758,716,13,146,               ,66,491,23713,6119,16424,1170,48858
Vermont       ,VT,1991,VT,567000,662,12,173,               ,67,410,21764,5784,15161,819,44852
Vermont       ,VT,1992,VT,570000,624,12,142,               ,51,419,18813,4706,13507,600,38874
Vermont       ,VT,1993,VT,576000,658,21,229,               ,52,356,22223,5036,16423,764,45762
Vermont       ,VT,1994,VT,580000,562,6,160,               ,71,325,18290,4274,13154,862,37704
Vermont       ,VT,1995,VT,585000,692,13,165,               ,64,450,19395,4451,14150,794,40174
Vermont       ,VT,1996,VT,589000,714,11,159,               ,91,453,16973,3964,12124,885,35374
Vermont       ,VT,1997,VT,589000,705,9,156,               ,79,461,15953,3611,11542,800,33316
Vermont       ,VT,1998,VT,591000,628,13,163,               ,56,396,17924,3966,13084,874,37104
Vermont       ,VT,1999,VT,593740,676,17,136,               ,65,458,16059,3537,11610,912,33470
Vermont       ,VT,2000,VT,608827,691,9,140,               ,117,425,17494,3501,13184,809,36370
Vermont       ,VT,2001,VT,612978,644,7,107,               ,107,423,16334,3150,12426,758,33956
Vermont       ,VT,2002,VT,616408,658,13,126,               ,77,442,14942,3489,10684,769,31200
Vermont       ,VT,2003,VT,619343,707,15,126,               ,62,504,13803,3017,10132,654,29020
Vermont       ,VT,2004,VT,621233,713,16,160,               ,78,459,14559,3435,10537,587,30544
Vermont       ,VT,2005,VT,622387,782,8,153,               ,76,545,14749,3185,10894,670,31062
Vermont       ,VT,2006,VT,623908,905,14,173,               ,114,604,14920,3443,10857,620,31650
Vermont       ,VT,2007,VT,621254,802,13,128,               ,79,582,14702,3200,10853,649,31008
Vermont       ,VT,2008,VT,621270,854,17,133,               ,93,611,15903,3515,11802,586,33514
Vermont       ,VT,2009,VT,621760,837,8,132,               ,111,586,15010,3471,11090,449,31694
Vermont       ,VT,2010,VT,625909,820,7,141,               ,76,596,14160,3348,10373,439,29960
Vermont       ,VT,2011,VT,626592,925,11,146,               ,99,669,15086,3838,10720,528,32022
Vermont       ,VT,2012,VT,625953,891,8,131,               ,114,638,15653,4179,11014,460,33088
Vermont       ,VT,2013,VT,626855,775,10,113,136,75,554,13882,3352,10193,337,29427
Vermont       ,VT,2014,VT,626767,643,10,85,117,72,444,9721,2092,7375,254,20813
Vermont       ,VT,2015,VT,626088,747,10,104,150,105,482,9064,2034,6834,196,19726
Vermont       ,VT,2016,VT,623354,851,14,178,170,78,589,9705,1884,7637,184,21290
Vermont       ,VT,2017,VT,624525,1082,17,               ,254,100,711,9339,1945,7169,225,20842
Vermont       ,VT,2018,VT,626299,1077,10,               ,287,70,710,8036,1467,6316,253,18226
Washington    ,WA,1979,WA,3926000,17064,187,1821,               ,4739,10317,239285,70024,152204,17057,512698
Washington    ,WA,1980,WA,4113331,19098,225,2169,               ,5558,11146,265338,76598,172468,16272,568872
Washington    ,WA,1981,WA,4212000,18839,213,2115,               ,5475,11036,265135,79696,171994,13445,567948
Washington    ,WA,1982,WA,4245000,17251,185,1947,               ,5003,10116,249429,71322,166188,11919,533360
Washington    ,WA,1983,WA,4300000,15986,212,1923,               ,4533,9318,245357,70526,163953,10878,522686
Washington    ,WA,1984,WA,4349000,17676,202,2176,               ,5247,10051,247687,74021,162905,10761,530726
Washington    ,WA,1985,WA,4409000,18757,231,2420,               ,5821,10285,269099,79859,176501,12739,575712
Washington    ,WA,1986,WA,4463000,19505,223,2382,               ,6031,10869,287535,83078,190420,14037,614080
Washington    ,WA,1987,WA,4538000,19945,256,2370,               ,6417,10902,298491,86428,194131,17932,636872
Washington    ,WA,1988,WA,4619000,21543,264,2611,               ,6738,11930,307008,85711,201301,19996,657102
Washington    ,WA,1989,WA,4761000,22460,209,2938,               ,6672,12641,291472,73563,196122,21787,627864
Washington    ,WA,1990,WA,4866692,24410,238,3115,               ,6326,14731,278440,61460,195221,21759,605700
Washington    ,WA,1991,WA,5018000,26224,211,3529,               ,7303,15181,290115,61996,205814,22305,632678
Washington    ,WA,1992,WA,5136000,27454,258,3697,               ,7178,16321,289581,57612,207755,24214,634070
Washington    ,WA,1993,WA,5255000,27040,271,3384,               ,7204,16181,285753,56083,205701,23969,625586
Washington    ,WA,1994,WA,5343000,27317,294,3230,               ,7464,16329,294734,55793,212198,26743,644102
Washington    ,WA,1995,WA,5431000,26300,275,3214,               ,7209,15602,314213,59265,224861,30087,681026
Washington    ,WA,1996,WA,5533000,23857,255,2828,               ,6587,14187,303111,58512,215706,28893,653936
Washington    ,WA,1997,WA,5610000,24724,244,2885,               ,6734,14864,307742,62064,213823,31855,664935
Washington    ,WA,1998,WA,5689000,24380,224,2740,               ,6577,14839,309419,60446,213773,35200,667598
Washington    ,WA,1999,WA,5756361,21716,171,2711,               ,5808,13026,280793,54652,192334,33807,605018
Washington    ,WA,2000,WA,5894121,21788,196,2737,               ,5812,13043,279144,53476,190650,35018,601864
Washington    ,WA,2001,WA,5993390,21258,179,2600,               ,5934,12545,287234,53024,195133,39077,616984
Washington    ,WA,2002,WA,6067060,20964,184,2734,               ,5797,12249,288967,54948,193526,40493,619862
Washington    ,WA,2003,WA,6131298,21272,182,2863,               ,5718,12509,291542,58271,192653,40618,625628
Washington    ,WA,2004,WA,6207046,21330,190,2857,               ,5866,12417,300837,60632,196972,43233,644334
Washington    ,WA,2005,WA,6291899,21745,205,2811,               ,5788,12941,307661,60343,198031,49287,658812
Washington    ,WA,2006,WA,6395798,22303,197,2748,               ,6424,12934,288456,58843,183179,46434,621518
Washington    ,WA,2007,WA,6468424,21768,174,2653,               ,6079,12862,261776,52874,170782,38120,567088
Washington    ,WA,2008,WA,6549224,21888,193,2653,               ,6419,12623,249283,53136,167013,29134,542342
Washington    ,WA,2009,WA,6664195,22412,190,2583,               ,6711,12928,245215,53047,168421,23747,535254
Washington    ,WA,2010,WA,6742950,21138,154,2579,               ,5929,12476,249426,55192,168490,25744,541128
Washington    ,WA,2011,WA,6823267,20152,163,2320,               ,5627,12042,244209,56561,162828,24820,528722
Washington    ,WA,2012,WA,6895318,20553,217,2250,               ,5801,12285,254377,61376,166338,26663,549860
Washington    ,WA,2013,WA,6973742,20223,167,2072,2604,5829,11623,259139,58487,172227,28425,560796
Washington    ,WA,2014,WA,7063166,20185,178,1999,2780,5641,11586,261257,55381,175317,30559,564883
Washington    ,WA,2015,WA,7160290,20505,218,2006,2778,5450,12059,249474,51114,171393,26967,541964
Washington    ,WA,2016,WA,7280934,22101,195,3077,3133,5649,13124,254994,49249,173423,32322,557267
Washington    ,WA,2017,WA,7425432,22483,226,               ,3300,5386,13571,235206,43687,162154,29365,515378
Washington    ,WA,2018,WA,7535591,23472,236,               ,3413,5572,14251,222011,40201,154133,27677,490966
West Virginia ,WV,1979,WV,1878000,3156,128,291,               ,825,1912,40513,11959,24755,3799,87338
West Virginia ,WV,1980,WV,1930787,3547,138,306,               ,936,2167,45719,14258,27606,3855,98532
West Virginia ,WV,1981,WV,1951000,3410,118,289,               ,979,2024,47681,15122,28884,3675,102182
West Virginia ,WV,1982,WV,1948000,3405,102,302,               ,970,2031,45514,13985,27962,3567,97838
West Virginia ,WV,1983,WV,1965000,3375,96,263,               ,869,2147,44158,13455,27134,3569,95066
West Virginia ,WV,1984,WV,1952000,3283,86,305,               ,744,2148,42313,12649,26296,3368,91192
West Virginia ,WV,1985,WV,1936000,3214,73,359,               ,728,2054,40401,11972,25191,3238,87230
West Virginia ,WV,1986,WV,1919000,3156,114,362,               ,787,1893,41301,11999,26055,3247,88914
West Virginia ,WV,1987,WV,1897000,2605,92,429,               ,591,1493,38953,11450,24436,3067,83116
West Virginia ,WV,1988,WV,1884000,2476,93,353,               ,644,1386,39703,11510,25147,3046,84358
West Virginia ,WV,1989,WV,1857000,2724,121,347,               ,793,1463,41154,11635,26608,2911,87756
West Virginia ,WV,1990,WV,1793477,3036,102,423,               ,680,1831,41855,11785,27310,2760,89782
West Virginia ,WV,1991,WV,1801000,3440,111,415,               ,779,2135,44528,12009,29369,3150,95936
West Virginia ,WV,1992,WV,1812000,3833,115,393,               ,788,2537,43455,11287,29200,2968,94576
West Virginia ,WV,1993,WV,1820000,3793,126,365,               ,782,2520,42300,10904,28456,2940,92186
West Virginia ,WV,1994,WV,1822000,3931,99,370,               ,772,2690,42136,10673,28189,3274,92134
West Virginia ,WV,1995,WV,1828000,3842,89,388,               ,781,2584,41093,10329,27724,3040,89870
West Virginia ,WV,1996,WV,1826000,3836,69,358,               ,737,2672,41510,9979,28300,3231,90692
West Virginia ,WV,1997,WV,1816000,3971,75,355,               ,782,2759,40868,10647,26934,3287,89678
West Virginia ,WV,1998,WV,1811000,4503,78,339,               ,676,3410,41627,11110,27127,3390,92260
West Virginia ,WV,1999,WV,1806928,6336,79,337,               ,661,5259,42825,10303,28760,3762,98322
West Virginia ,WV,2000,WV,1808344,5723,46,331,               ,749,4597,41344,9890,28139,3315,94134
West Virginia ,WV,2001,WV,1800975,5035,40,320,               ,707,3968,41085,9601,28268,3216,92240
West Virginia ,WV,2002,WV,1804884,4221,57,328,               ,657,3179,41099,9677,27524,3898,90640
West Virginia ,WV,2003,WV,1811440,4627,73,311,               ,701,3542,42370,10498,28409,3463,93994
West Virginia ,WV,2004,WV,1812548,5110,68,346,               ,774,3922,46326,10994,31566,3766,102872
West Virginia ,WV,2005,WV,1814083,4968,82,335,               ,816,3735,47757,11334,32603,3820,105450
West Virginia ,WV,2006,WV,1818470,5113,80,404,               ,853,3776,47941,11579,32305,4057,106108
West Virginia ,WV,2007,WV,1812035,5016,65,388,               ,847,3716,45620,10822,31321,3477,101272
West Virginia ,WV,2008,WV,1814468,5006,67,389,               ,896,3654,45971,10840,31967,3164,101954
West Virginia ,WV,2009,WV,1819777,5554,84,470,               ,914,4086,46215,12005,31453,2757,103538
West Virginia ,WV,2010,WV,1854368,5586,58,362,               ,776,4390,41301,10778,28104,2419,93774
West Virginia ,WV,2011,WV,1854908,5497,87,372,               ,802,4236,39009,10245,26656,2108,89012
West Virginia ,WV,2012,WV,1856680,5943,70,415,               ,835,4623,44500,11466,30800,2234,100886
West Virginia ,WV,2013,WV,1853595,5657,62,367,700,653,4242,39929,9908,28055,1966,91539
West Virginia ,WV,2014,WV,1848751,5850,84,417,594,655,4517,38282,9368,26954,1960,88681
West Virginia ,WV,2015,WV,1841053,6397,85,493,710,783,4819,38694,9467,26984,2243,90675
West Virginia ,WV,2016,WV,1828637,6633,85,657,684,720,5144,37282,9127,25657,2498,88487
West Virginia ,WV,2017,WV,1817048,6564,98,               ,793,673,5000,32560,7557,21917,3086,78248
West Virginia ,WV,2018,WV,1805832,5236,67,               ,652,572,3945,26827,5354,18954,2519,64126
Wyoming       ,WY,1979,WY,450000,1579,41,124,               ,190,1224,20129,3887,14607,1635,43416
Wyoming       ,WY,1980,WY,468954,1841,29,134,               ,208,1470,21543,4238,15686,1619,46768
Wyoming       ,WY,1981,WY,492000,2116,27,174,               ,206,1709,23133,4728,16972,1433,50498
Wyoming       ,WY,1982,WY,502000,1527,46,136,               ,172,1173,22589,4432,16903,1254,48232
Wyoming       ,WY,1983,WY,514000,1219,30,110,               ,153,926,19412,3626,14932,854,41262
Wyoming       ,WY,1984,WY,511000,1237,17,107,               ,118,995,17582,3279,13518,785,37638
Wyoming       ,WY,1985,WY,509000,1307,22,114,               ,102,1069,19130,3515,14732,883,40874
Wyoming       ,WY,1986,WY,507000,1486,27,111,               ,114,1234,20605,4144,15606,855,44182
Wyoming       ,WY,1987,WY,490000,1387,10,154,               ,98,1125,18366,3516,14171,679,39506
Wyoming       ,WY,1988,WY,471000,1479,12,113,               ,71,1283,17206,3103,13432,671,37370
Wyoming       ,WY,1989,WY,475000,1227,21,134,               ,81,991,17246,3001,13593,652,36946
Wyoming       ,WY,1990,WY,453588,1367,22,134,               ,72,1139,17732,2862,14194,676,38198
Wyoming       ,WY,1991,WY,460000,1427,15,119,               ,79,1214,18762,3184,14867,711,40378
Wyoming       ,WY,1992,WY,466000,1489,17,163,               ,84,1225,19831,3127,16003,701,42640
Wyoming       ,WY,1993,WY,470000,1345,16,161,               ,81,1087,18221,3023,14470,728,39132
Wyoming       ,WY,1994,WY,476000,1297,16,160,               ,79,1042,19122,3097,15254,771,40838
Wyoming       ,WY,1995,WY,480000,1220,10,165,               ,86,959,19517,2938,15774,805,41474
Wyoming       ,WY,1996,WY,481000,1201,16,140,               ,98,947,19261,3184,15408,669,40924
Wyoming       ,WY,1997,WY,480000,1225,17,137,               ,85,986,18843,2998,15198,647,40136
Wyoming       ,WY,1998,WY,481000,1191,23,133,               ,78,957,17124,2696,13759,669,36630
Wyoming       ,WY,1999,WY,479602,1115,11,137,               ,74,893,15468,2349,12523,596,33166
Wyoming       ,WY,2000,WY,493782,1316,12,160,               ,70,1074,14969,2078,12318,573,32570
Wyoming       ,WY,2001,WY,493754,1272,9,153,               ,84,1026,16120,2481,12943,696,34784
Wyoming       ,WY,2002,WY,498830,1364,15,148,               ,93,1108,16494,2448,13303,743,35716
Wyoming       ,WY,2003,WY,502111,1314,14,136,               ,84,1080,16648,2611,13239,798,35924
Wyoming       ,WY,2004,WY,505887,1163,11,112,               ,67,973,16889,2738,13352,799,36104
Wyoming       ,WY,2005,WY,508798,1172,14,122,               ,78,958,16070,2426,12905,739,34484
Wyoming       ,WY,2006,WY,515004,1307,13,151,               ,72,1071,15381,2322,12255,804,33376
Wyoming       ,WY,2007,WY,522830,1344,21,172,               ,84,1067,15053,2365,11875,813,32794
Wyoming       ,WY,2008,WY,532668,1330,12,185,               ,87,1046,14515,2198,11584,733,31690
Wyoming       ,WY,2009,WY,544270,1196,11,172,               ,78,935,14243,2176,11310,757,30878
Wyoming       ,WY,2010,WY,564554,1117,8,162,               ,77,870,13869,2151,11126,592,29972
Wyoming       ,WY,2011,WY,567356,1245,18,146,               ,71,1010,12878,1864,10493,521,28246
Wyoming       ,WY,2012,WY,576626,1161,14,154,               ,61,932,13222,2125,10513,584,28766
Wyoming       ,WY,2013,WY,583223,1212,17,144,204,74,917,12809,1956,10275,578,28186
Wyoming       ,WY,2014,WY,584304,1142,16,127,174,53,899,11477,1689,9185,603,25365
Wyoming       ,WY,2015,WY,586555,1300,16,124,171,59,1054,11151,1762,8797,592,25026
Wyoming       ,WY,2016,WY,584910,1431,20,205,206,59,1146,11460,1771,8889,800,25987
Wyoming       ,WY,2017,WY,578934,1358,14,               ,253,98,993,10528,1556,8211,761,23772
Wyoming       ,WY,2018,WY,577737,1226,13,               ,243,100,870,10313,1525,7949,839,23078
