CODE,Title,year,Word,count
GA,Clarkesville                                                    ,2015,Deputy,1
VA,"Halifax County, VA                                              ",2016,Deputy,2
WI,"Apartment in Crandon, Wisconsin                                 ",2007,Deputy,1
CO,Colorado Springs                                                ,2015,Described,1
IA,University of Iowa                                              ,1991,Deserved,1
AL,"Geneva County, Alabama                                          ",2009,Detai,1
NY,Olean High School                                               ,1974,Detailed,1
KY,"Residence in Union, Kentucky                                    ",1994,Detained,1
OH,Wickliffe Middle School                                         ,1994,Detained,1
NC,"Louisburg, North Carolina                                       ",2016,Device,1
CO,Movie Theater in Aurora                                         ,2012,Devices,1
WA,Fairchild Air Force Base Hospital                               ,1994,Diagnosed,1
AZ,Phoenix Law Firm                                                ,2013,Died,1
CA,"Covina, California                                              ",2008,Died,1
CA,Long Beach Street murder                                        ,2016,Died,1
CA,"Vallejo, CA car shooting                                        ",2016,Died,1
CO,Colorado Springs                                                ,2015,Died,1
FL,Fort Lauderdale City Parks Office                               ,1996,Died,1
FL,"Tampa, FL Strip club shooting                                   ",2016,Died,2
GA,LaGrange                                                        ,2015,Died,1
MD,"Forestville, Maryland Drive-by                                  ",2016,Died,1
MI,Detroit Drive-by                                                ,2016,Died,1
MO,Kirkwood City Hall                                              ,2008,Died,1
MO,Missouri Highway shooting                                       ,2016,Died,1
OH,"Columbus, Ohio                                                  ",2015,Died,1
OK,"North Tulsa, Oklahoma                                           ",2012,Died,1
SD,"Platte, South Dakota                                            ",2015,Died,1
WA,Marysville-Pilchuck High School                                 ,2014,Died,1
CA,San Diego State University                                      ,1996,Diego,2
CA,Santana High School                                             ,2001,Diego,1
AL,Alabama highway random shooting                                 ,2016,Different,1
MI,"Kalamazoo, Michigan                                             ",2016,Different,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Direction,1
VA,"Gloucester County, VA, House Party                              ",2016,Disagreement,1
WA,Fairchild Air Force Base Hospital                               ,1994,Discharged,1
WY,Central Middle School                                           ,1993,Discharged,1
CT,Hartford Beer Distributors                                      ,2010,Disciplinary,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Discovered,1
OK,Tulsa                                                           ,2015,Discovered,2
CT,Connecticut State Lottery Headquarters                          ,1998,Disgruntled,1
KY,Standard Gravure Corporation                                    ,1989,Disgruntled,1
MT,Fergus County High School                                       ,1986,Disgruntled,1
TX,Walter Rossler Company                                          ,1995,Disgruntled,1
NJ,Ridgewood Post Office                                           ,1991,Dismissal,1
FL,Fort Lauderdale City Parks Office                               ,1996,Dismissed,1
KY,"Louisville, Kentucky                                            ",2016,Disorder,1
AZ,Phoenix                                                         ,2015,Dispute,1
CA,Salon Meritage                                                  ,2011,Dispute,1
GA,"Elberton, Georgia murder-suicide                                ",2016,Dispute,1
MS,"Iuka, Mississippi                                               ",2016,Dispute,1
NC,Chapel Hill                                                     ,2015,Dispute,1
OH,Youngstown State University                                     ,2011,Dispute,1
TX,"Houston, Texas                                                  ",2015,Dispute,1
VA,"Woodbridge, Virginia                                            ",2016,Dispute,1
WA,"Carnation, Washington                                           ",2007,Dispute,1
WI,"Apartment in Crandon, Wisconsin                                 ",2007,Dispute,1
WI,Milwaukee                                                       ,2015,Dispute,1
GA,Su Jung Health Sauna                                            ,2012,Disruptive,1
IA,University of Iowa                                              ,1991,Dissertation,1
CT,Hartford Beer Distributors                                      ,2010,Distributors,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,District,1
KS,Kansas City Home Invasion                                       ,2016,Ditch,1
MS,Lockheed Martin                                                 ,2003,Diversity,1
ME,"Oakland, Maine                                                  ",2015,Divided,1
CT,Sandy Hook Elementary School                                    ,2012,Documents,1
CA,Dana Point Post Office                                          ,1993,Dog,1
GA,LaGrange                                                        ,2015,Dog,1
AL,"Geneva County, Alabama                                          ",2009,Dogs,1
FL,"Jacksonville, Florida                                           ",2015,Domestic,1
GA,"Elberton, Georgia murder-suicide                                ",2016,Domestic,1
IL,River Forest                                                    ,2015,Domestic,1
KS,"Hesston, Kansas                                                 ",2016,Domestic,1
MS,"Iuka, Mississippi                                               ",2016,Domestic,1
NM,Little Water                                                    ,2015,Domestic,1
VA,"Woodbridge, Virginia                                            ",2016,Domestic,1
MD,"Forestville, Maryland Drive-by                                  ",2016,Don,1
AL,"Geneva County, Alabama                                          ",2009,Door,1
CA,McDonald's restaurant in San Ysidro                             ,1984,Door,1
KS,Kansas City Home Invasion                                       ,2016,Door,1
KS,"Kansas City, Kansas                                             ",2016,Door,1
NJ,Ridgewood Post Office                                           ,1991,Door,1
NM,"Albuquerque, NM House party shooting                            ",2016,Door,1
VA,"Woodbridge, Virginia                                            ",2016,Door,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Doors,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Doors,1
AR,University of Central Arkansas                                  ,2008,Dormitory,1
PA,Duquesne University                                             ,2006,Dormitory,1
AZ,Tucson                                                          ,2015,Down,1
CA,Los Angeles Police Department                                   ,2013,Down,1
FL,Welding shop in Miami                                           ,1982,Down,1
IL,Hubbard Woods Elementary School                                 ,1988,Down,1
MI,"Kalamazoo, Michigan                                             ",2016,Down,1
NC,Tarboro                                                         ,2015,Down,1
TN,"Roadside in Memphis, Tennessee                                  ",2016,Down,1
ME,"Oakland, Maine                                                  ",2015,Downstairs,1
LA,New Orleans Police Shootings                                    ,1972,Downtown,1
LA,New Orleans Downtown Post Office                                ,1988,Downtown,1
MN,"Minneapolis, Minnesota                                          ",2015,Dozen,1
VA,"Richmond, Virginia                                              ",2016,Dozen,1
CA,"Covina, California                                              ",2008,Dressed,1
AL,Wetumpka Drive-by                                               ,2016,Drive,1
CA,Santa Monica College                                            ,2013,Drive,1
LA,"Lafayette, LA drive by                                          ",2016,Drive,1
NY,Parking lot near Boys and Girls Club                            ,2015,Drive,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Driven,1
IL,Chicago Birthday Party Bus Shooting                             ,2016,Driver,1
MI,Kalamazoo Uber Driver Spree Killing                             ,2016,Driver,1
NY,Schuyler County Office Building                                 ,1992,Driver,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Drivers,1
CA,Oikos University                                                ,2012,Driving,1
MI,Residences in Grand Rapids                                      ,2011,Driving,1
FL,Florida State University                                        ,2014,Drop,1
MI,Michigan school shooting                                        ,2016,Drop,1
NV,Mojave High School Bus                                          ,2007,Drop,1
UT,Trolley Square                                                  ,2007,Drop,1
IL,Chicago Birthday Party Bus Shooting                             ,2016,Dropping,1
AZ,"Glendale, AZ House Party shooting                               ",2016,Drove,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Drove,1
CA,Isla Vista                                                      ,2014,Drove,1
CA,Los Angeles Drive-by                                            ,2016,Drove,1
ID,Moscow                                                          ,2015,Drove,1
IL,Chicago Birthday Party Bus Shooting                             ,2016,Drove,1
MI,"Kalamazoo, Michigan                                             ",2016,Drove,1
MI,Detroit Drive-by                                                ,2016,Drove,1
MO,Tyrone                                                          ,2015,Drove,1
MO,"Ferguson, MO Drive by                                           ",2016,Drove,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Drove,1
TX,"Luby's Cafeteria in Killeen, Texas                              ",1991,Drove,1
WV,Morgantown                                                      ,2014,Drove,1
FL,Fort Lauderdale City Parks Office                               ,1996,Drug,1
FL,"Residence in Lakeland, Florida                                  ",2016,Drug,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Drug,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Due,1
FL,Fort Lauderdale City Parks Office                               ,1996,Due,1
WA,Cafe in Seattle                                                 ,2012,Due,1
PA,Duquesne University                                             ,2006,Duquesne,1
CA,Los Angeles Computer Learning Center                            ,1976,During,2
CA,"Rivermark, Santa Clara, California                              ",2009,During,1
CA,Los Angeles Police Department                                   ,2013,During,1
CA,Santa Monica College                                            ,2013,During,1
FL,Hialeah Apartments                                              ,2013,During,1
FL,Miami Gardens                                                   ,2015,During,1
LA,"Grand 16 Theatre, Louisiana                                     ",2015,During,1
LA,"Lafayette, LA drive by                                          ",2016,During,1
MA,"Chelsea, Massachusetts                                          ",2016,During,1
NC,Downtown Chapel Hill                                            ,1995,During,1
NJ,Annual motorcycle event in Newark                               ,2015,During,1
OH,SuccessTech Academy                                             ,2007,During,1
SC,Mother Emanuel AME Church                                       ,2015,During,1
TX,Wedgwood Baptist Church                                         ,1999,During,1
WI,Milwaukee                                                       ,2015,During,2
WA,Parkland Coffee Shop                                            ,2009,Duty,1
WI,"Apartment in Crandon, Wisconsin                                 ",2007,Duty,1
CA,Orange Glenn Post Office                                        ,1989,Dying,1
OR,Umpqua Community College                                        ,2015,Dying,1
CA,Salon Meritage                                                  ,2011,Earlier,1
IL,Clara Barton Elementary School                                  ,1974,Earlier,1
AL,Ensley Birmingham                                               ,2012,Early,1
AL,Centennial Hill Bar & Grill                                     ,2013,Early,1
AZ,Northern Arizona University at Flagstaff Campus                 ,2015,Early,1
FL,Moon Lake                                                       ,2015,Early,1
FL,Daytona Beach                                                   ,2015,Early,1
FL,Panama City Beach                                               ,2015,Early,1
FL,"Orlando, Florida                                                ",2016,Early,1
GA,Suwanee                                                         ,2015,Early,1
GA,Hill Haven Event Center (Formerly Club CJ's)                    ,2015,Early,1
GA,"Waycross, GA                                                    ",2015,Early,1
KY,"Residence in Union, Kentucky                                    ",1994,Early,1
MA,"Chelsea, Massachusetts                                          ",2016,Early,1
MS,Brookhaven                                                      ,2015,Early,1
NY,Gates Pub                                                       ,2015,Early,1
NY,Queens                                                          ,2015,Early,1
OH,"Colerain Township, Ohio                                         ",2015,Early,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Early,1
WI,"Apartment in Crandon, Wisconsin                                 ",2007,Early,1
WI,Milwaukee                                                       ,2015,Early,1
MA,Edgewater Technology                                            ,2000,Edgewater,1
PA,Parker Middle School Dance                                      ,1998,Edinboro,1
OK,"Post office in Edmond, Oklahoma                                 ",1986,Edmond,1
TX,Homes in Desoto and Dallas                                      ,2013,Education,1
WY,Central Middle School                                           ,1993,Education,1
CA,Grover Cleveland Elementary School                              ,1979,Eight,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Eight,1
CA,Salon Meritage                                                  ,2011,Eight,1
CA,San Francisco Tenderloin                                        ,2014,Eight,1
CO,Movie Theater in Aurora                                         ,2012,Eight,1
CT,Hartford Beer Distributors                                      ,2010,Eight,1
FL,Welding shop in Miami                                           ,1982,Eight,1
KY,Standard Gravure Corporation                                    ,1989,Eight,1
MI,"Kalamazoo, Michigan                                             ",2016,Eight,1
MS,Lockheed Martin                                                 ,2003,Eight,1
NC,Luigi's Restaurant in Fayetteville                              ,1993,Eight,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Eight,1
NE,Westroads Mall                                                  ,2007,Eight,1
AR,Westside Middle School                                          ,1998,Elder,1
CA,Grover Cleveland Elementary School                              ,1979,Elementary,1
CA,49th Street Elementary School                                   ,1984,Elementary,1
CA,Cleveland Elementary School                                     ,1989,Elementary,1
CT,Sandy Hook Elementary School                                    ,2012,Elementary,1
IL,Clara Barton Elementary School                                  ,1974,Elementary,1
IL,Hubbard Woods Elementary School                                 ,1988,Elementary,1
SC,Oakland Elementary School                                       ,1988,Elementary,1
VT,Essex Elementary School                                         ,2006,Elementary,1
NV,Carson City IHOP                                                ,2011,Eleven,1
OH,Youngstown State University                                     ,2011,Eleven,1
WI,Milwaukee Post Office                                           ,1997,Employed,1
CA,Dana Point Post Office                                          ,1993,Employee,1
CA,Caltrans Maintenance Yard                                       ,1997,Employee,1
CA,Riverside City Hall                                             ,1998,Employee,1
CO,Chuck E. Cheese in Aurora                                       ,1993,Employee,2
CT,Connecticut State Lottery Headquarters                          ,1998,Employee,1
FL,Radisson Bay Harbor Inn                                         ,1999,Employee,1
GA,Atlanta Post Office                                             ,1985,Employee,1
HI,Xerox Office Building                                           ,1999,Employee,1
IA,University of Iowa                                              ,1991,Employee,1
IL,Navistar International                                          ,2001,Employee,1
IL,Windy City Core Supply Warehouse                                ,2003,Employee,1
LA,New Orleans Downtown Post Office                                ,1988,Employee,1
SC,R.E. Phelon Company                                             ,1997,Employee,1
VA,Virginia WDBJ live TV interview shooting                        ,2015,Employee,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Employees,1
CA,Caltrans Maintenance Yard                                       ,1997,Employees,1
CO,Chuck E. Cheese in Aurora                                       ,1993,Employees,1
FL,Welding shop in Miami                                           ,1982,Employees,1
FL,GMAC Loan Office                                                ,1990,Employees,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Employees,1
KY,Atlantis Plastics                                               ,2008,Employees,1
MI,Dearborn Post Office                                            ,1993,Employees,1
NJ,Montclair Post Office                                           ,1995,Employees,1
OK,"Post office in Edmond, Oklahoma                                 ",1986,Employees,1
OR,Clackamas Town Center                                           ,2012,Employees,1
TX,Walter Rossler Company                                          ,1995,Employees,1
IL,Navistar International                                          ,2001,Employer,1
MS,Lockheed Martin                                                 ,2003,Employer,1
OK,Tulsa                                                           ,2015,Employer,1
CT,Hartford Beer Distributors                                      ,2010,Employment,1
MA,"Chelsea, MA empty apartment party shooting                      ",2016,Empty,1
MN,"Minneapolis, Minnesota                                          ",2015,Encampment,1
NC,Tarboro                                                         ,2015,Encounter,1
NV,Mojave High School Bus                                          ,2007,Encounter,1
VA,"Richmond, Virginia                                              ",2016,Encounter,1
WI,"Birchwood, Wisconsin                                            ",2004,Encountered,1
AZ,Phoenix Law Firm                                                ,2013,End,1
PA,Parker Middle School Dance                                      ,1998,End,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Endeavors,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Ended,1
CO,Columbine High School                                           ,1999,Ended,1
FL,Pinellas Park High School                                       ,1988,Ended,1
FL,"Plantation, Florida                                             ",2016,Ended,1
KY,Standard Gravure Corporation                                    ,1989,Ended,1
MI,Residences in Grand Rapids                                      ,2011,Ended,1
PA,West Nickel Mines Amish School                                  ,2006,Ended,1
TX,Palo Duro High School                                           ,1992,Ended,1
KY,Standard Gravure Corporation                                    ,1989,Ending,1
GA,Clarkesville                                                    ,2015,Enforcement,1
MS,"Iuka, Mississippi                                               ",2016,Enforcement,1
TX,Tyler Courthouse                                                ,2005,Enforcement,1
CA,San Diego State University                                      ,1996,Engineering,1
TX,University of Texas at Austin                                   ,1966,Engineering,1
MI,Chelsea High School                                             ,1993,Enraged,1
AL,Birmingham's Washington Park                                    ,2015,Ensued,1
OH,Youngstown State University                                     ,2011,Ensued,1
WA,Marysville-Pilchuck High School                                 ,2014,Ensued,1
CA,Grover Cleveland Elementary School                              ,1979,Enter,1
CA,Isla Vista                                                      ,2014,Enter,1
AL,Centennial Hill Bar & Grill                                     ,2013,Entered,1
AZ,Rose-Mar College of Beauty                                      ,1966,Entered,1
AZ,Wat Promkunaram Buddhist Temple                                 ,1991,Entered,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Entered,1
CA,Riverside City Hall                                             ,1998,Entered,1
CA,"Covina, California                                              ",2008,Entered,1
CA,Los Angeles International Airport (LAX)                         ,2013,Entered,1
CA,"San Bernardino, California                                      ",2015,Entered,1
CO,Youth With A Mission and New Life Church                        ,2007,Entered,1
DE,"Wilmington, DE robbery                                          ",2016,Entered,1
FL,Moon Lake                                                       ,2015,Entered,1
GA,Offices of All-Tech Investment Group and Momentum Securities    ,1999,Entered,1
GA,Conyers                                                         ,2015,Entered,1
GA,Douglasville                                                    ,2015,Entered,1
GA,Rome                                                            ,2015,Entered,1
IL,Clara Barton Elementary School                                  ,1974,Entered,1
IL,Hubbard Woods Elementary School                                 ,1988,Entered,3
IL,Northern Illinois University                                    ,2008,Entered,1
IN,Indianapolis                                                    ,2015,Entered,1
KS,Goddard Junior High School                                      ,1985,Entered,1
KY,Standard Gravure Corporation                                    ,1989,Entered,1
LA,New Orleans Police Shootings                                    ,1972,Entered,1
LA,New Orleans Downtown Post Office                                ,1988,Entered,1
MA,Massachusetts Abortion Clinic                                   ,1994,Entered,2
MA,Edgewater Technology                                            ,2000,Entered,1
MO,Kirkwood City Hall                                              ,2008,Entered,1
MO,Tyrone                                                          ,2015,Entered,1
NC,Chapel Hill                                                     ,2015,Entered,1
NE,Westroads Mall                                                  ,2007,Entered,1
NJ,Ridgewood Post Office                                           ,1991,Entered,1
NJ,Montclair Post Office                                           ,1995,Entered,1
NM,Albuquerque Auto Shop                                           ,2014,Entered,1
NY,Olean High School                                               ,1974,Entered,1
NY,Schuyler County Office Building                                 ,1992,Entered,1
NY,Immigration Services Center in Binghamton                       ,2009,Entered,1
OH,Chardon High School                                             ,2012,Entered,1
OH,Cleveland                                                       ,2015,Entered,1
OR,Umpqua Community College                                        ,2015,Entered,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Entered,1
PA,Monroeville Macy's                                              ,2015,Entered,1
SC,Oakland Elementary School                                       ,1988,Entered,1
SC,R.E. Phelon Company                                             ,1997,Entered,1
TX,Walter Rossler Company                                          ,1995,Entered,1
TX,Wedgwood Baptist Church                                         ,1999,Entered,1
WA,St. Aloysius Church                                             ,1971,Entered,1
WA,Wah Mee Club in Seattle                                         ,1983,Entered,1
WA,Fairchild Air Force Base Hospital                               ,1994,Entered,1
WA,Parkland Coffee Shop                                            ,2009,Entered,1
WA,Seattle Pacific University                                      ,2014,Entered,1
WV,Morgantown                                                      ,2014,Entered,1
CA,Cleveland Elementary School                                     ,1989,Entering,1
MI,Residences in Grand Rapids                                      ,2011,Entering,1
AZ,Phoenix Law Firm                                                ,2013,Entrance,1
VA,"Richmond, Virginia                                              ",2016,Entrance,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Entrepreneur,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Equipment,1
NJ,Annual motorcycle event in Newark                               ,2015,Erupted,1
AZ,Northern Arizona University at Flagstaff Campus                 ,2015,Escalated,1
LA,Bourbon Street New Orleans                                      ,2014,Escalated,1
CA,Los Angeles Computer Learning Center                            ,1976,Escape,1
CA,"Covina, California                                              ",2008,Escaped,1
FL,Moon Lake                                                       ,2015,Escaped,2
FL,Daytona Beach                                                   ,2015,Escaped,1
FL,Spring Break Party shooting                                     ,2016,Escaped,1
MO,Tyrone                                                          ,2015,Escaped,1
CA,Orange Glenn Post Office                                        ,1989,Escondido,1
CT,Hartford Beer Distributors                                      ,2010,Escorted,1
KY,Atlantis Plastics                                               ,2008,Escorted,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Esl,1
VT,Essex Elementary School                                         ,2006,Essex,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Estate,1
AL,Southern Union State Community College                          ,2011,Estranged,1
MI,Residences in Grand Rapids                                      ,2011,Estranged,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Estranged,1
TX,Homes in Desoto and Dallas                                      ,2013,Estranged,1
WI,Azana Spa in Brookfield                                         ,2012,Estranged,1
AR,Westside Middle School                                          ,1998,Evacuation,1
LA,New Orleans Police Shootings                                    ,1972,Eve,1
AZ,Wat Promkunaram Buddhist Temple                                 ,1991,Evening,1
CA,San Francisco Tenderloin                                        ,2014,Evening,1
CA,Isla Vista                                                      ,2014,Evening,1
IN,Indianapolis                                                    ,2015,Evening,1
MI,"Kalamazoo, Michigan                                             ",2016,Evening,1
NC,Chapel Hill                                                     ,2015,Evening,1
PA,Monroeville Macy's                                              ,2015,Evening,1
NJ,Annual motorcycle event in Newark                               ,2015,Event,1
SC,R.E. Phelon Company                                             ,1997,Eventually,1
PA,Ross Township Supervisor Council Meeting                        ,2013,Ever,1
KY,Heath High School                                               ,1997,Every,1
CA,Cedarville Rancheria Tribe                                      ,2014,Eviction,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Ex,1
CA,"Covina, California                                              ",2008,Ex,1
CA,Salon Meritage                                                  ,2011,Ex,1
CO,Chuck E. Cheese in Aurora                                       ,1993,Ex,1
FL,Fort Lauderdale City Parks Office                               ,1996,Ex,1
FL,Florida family murder                                           ,2016,Ex,1
GA,Clarkesville                                                    ,2015,Ex,2
GA,Douglasville                                                    ,2015,Ex,1
LA,New Orleans Police Shootings                                    ,1972,Ex,1
LA,New Orleans Downtown Post Office                                ,1988,Ex,1
MI,Residences in Grand Rapids                                      ,2011,Ex,1
MS,Pearl High School                                               ,1997,Ex,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Ex,1
NM,Albuquerque Auto Shop                                           ,2014,Ex,2
NY,McAvan's Pub                                                    ,2015,Ex,2
OH,Cleveland                                                       ,2015,Ex,2
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Ex,3
TX,Tyler Courthouse                                                ,2005,Ex,1
TX,Homes in Desoto and Dallas                                      ,2013,Ex,1
VT,Essex Elementary School                                         ,2006,Ex,1
WI,Azana Spa in Brookfield                                         ,2012,Ex,1
WI,Fox Cities Trestle Trail bridge over Little Lake Butte des Morts,2015,Ex,1
WV,Morgantown                                                      ,2014,Ex,2
CA,Los Angeles Computer Learning Center                            ,1976,Exchange,1
GA,Offices of All-Tech Investment Group and Momentum Securities    ,1999,Exchange,1
CA,Los Angeles Computer Learning Center                            ,1976,Exchanged,1
GA,Hill Haven Event Center (Formerly Club CJ's)                    ,2015,Exchanged,1
MS,Lockheed Martin                                                 ,2003,Excusing,1
VA,"Richmond, Virginia                                              ",2016,Exercise,1
MI,Residences in Grand Rapids                                      ,2011,Exit,1
IL,Clara Barton Elementary School                                  ,1974,Expelled,1
TX,Texas family murder-suicide                                     ,2016,Explanation,1
CO,Columbine High School                                           ,1999,Explode,1
CO,Movie Theater in Aurora                                         ,2012,Explosive,1
NJ,Ridgewood Post Office                                           ,1991,Explosives,1
AL,Birmingham's Washington Park                                    ,2015,Facebook,1
TN,"Amnicola Training Center, Chattanooga                           ",2015,Facilities,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Facility,1
CA,"San Bernardino, California                                      ",2015,Facility,1
SC,R.E. Phelon Company                                             ,1997,Facility,1
IL,Clara Barton Elementary School                                  ,1974,Fact,1
MD,Tire-Slashing revenge escalation                                ,2016,Fact,1
KS,"Hesston, Kansas                                                 ",2016,Factory,2
KY,Atlantis Plastics                                               ,2008,Factory,1
MS,Lockheed Martin                                                 ,2003,Factory,1
AL,University of Alabama in Huntsville                             ,2010,Faculty,1
VA,Virginia Tech  Campus                                           ,2007,Faculty,2
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Failed,1
CO,Columbine High School                                           ,1999,Failed,1
CO,Youth With A Mission and New Life Church                        ,2007,Failed,1
OK,Tulsa                                                           ,2015,Failed,1
AZ,University of Arizona College of Nursing                        ,2002,Failing,1
CA,Lindhurst High School                                           ,1992,Failing,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Failing,1
FL,Fort Lauderdale City Parks Office                               ,1996,Failing,1
WA,Fairchild Air Force Base Hospital                               ,1994,Fairchild,1
KS,"Kansas City, Kansas                                             ",2016,Familiar,1
MD,Tire-Slashing revenge escalation                                ,2016,Families,1
MI,Residences in Grand Rapids                                      ,2011,Families,1
AZ,Tucson                                                          ,2015,Family,1
AZ,"Glendale, Arizona                                               ",2016,Family,1
CA,"Covina, California                                              ",2008,Family,1
CA,Santa Monica College                                            ,2013,Family,1
CA,Cedarville Rancheria Tribe                                      ,2014,Family,1
FL,Florida Family celebration ends in shooting                     ,2016,Family,1
GA,Su Jung Health Sauna                                            ,2012,Family,1
GA,LaGrange                                                        ,2015,Family,2
IL,Village of Manchester in Illinois                               ,2013,Family,2
MN,"Clearbrook (Greenwood), Minnesota                               ",2015,Family,1
MO,"Ferguson, MO Drive by                                           ",2016,Family,1
MT,Deer Lodge                                                      ,2015,Family,1
NC,Orange High School                                              ,2006,Family,1
NC,"King, North Carolina                                            ",2015,Family,1
NM,Little Water                                                    ,2015,Family,1
OH,"Columbus, Ohio                                                  ",2015,Family,1
OK,Oklahoma City Residence                                         ,2013,Family,1
OK,Tulsa                                                           ,2015,Family,1
PA,Wilkinsburg BBQ cookout shootout                                ,2016,Family,1
SD,"Platte, South Dakota                                            ",2015,Family,2
TX,"Houston, Texas                                                  ",2015,Family,1
VA,"Caroline County, VA Family Murder Suicide                       ",2016,Family,1
VA,"Chesapeake, Virginia                                            ",2016,Family,1
WA,"Belfair, Washington                                             ",2016,Family,1
WI,Milwaukee                                                       ,2015,Family,2
TN,"Lawrenceburg, Tennessee                                         ",2016,Family’S,1
NC,Tarboro                                                         ,2015,Fatal,1
NM,Albuquerque Auto Shop                                           ,2014,Fatal,1
AZ,South Mountain Community College                                ,2008,Fatalities,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Fatalities,1
CA,San Francisco Tenderloin                                        ,2014,Fatalities,1
KY,Standard Gravure Corporation                                    ,1989,Fatalities,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Fatalities,1
IL,Chicago Rap video Shootout                                      ,2016,Fatality,1
AZ,Tucson                                                          ,2015,Fatally,1
AZ,"Glendale, Arizona                                               ",2016,Fatally,1
FL,GMAC Loan Office                                                ,1990,Fatally,1
FL,Hialeah Apartments                                              ,2013,Fatally,1
GA,Heritage High School                                            ,1999,Fatally,1
GA,Suwanee                                                         ,2015,Fatally,1
GA,Clarkesville                                                    ,2015,Fatally,1
IA,University of Iowa                                              ,1991,Fatally,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Fatally,1
KY,"Louisville, Kentucky                                            ",2016,Fatally,1
MT,Fergus County High School                                       ,1986,Fatally,1
NV,Carson City IHOP                                                ,2011,Fatally,1
OK,Oklahoma City Residence                                         ,2013,Fatally,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Fatally,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Fatally,1
SD,"Platte, South Dakota                                            ",2015,Fatally,1
TX,Fort Hood Army Base                                             ,2009,Fatally,1
TX,"Houston, Texas                                                  ",2015,Fatally,1
TX,Killeen                                                         ,2015,Fatally,1
VA,"Richmond, Virginia                                              ",2016,Fatally,1
WI,Sikh Temple in Wisconsin                                        ,2012,Fatally,1
WI,Fox Cities Trestle Trail bridge over Little Lake Butte des Morts,2015,Fatally,1
AZ,"Glendale, Arizona                                               ",2016,Father,1
CA,Santa Monica College                                            ,2013,Father,1
FL,"Jacksonville, Florida                                           ",2015,Father,1
FL,Florida family murder                                           ,2016,Father,1
GA,"Waycross, GA                                                    ",2015,Father,1
NC,Orange High School                                              ,2006,Father,1
NM,South Valley Residence                                          ,2013,Father,2
OK,Tulsa                                                           ,2015,Father,1
PA,Parker Middle School Dance                                      ,1998,Father,1
VA,"Chesapeake, VA Family Murder Suicide                            ",2016,Father,1
VA,"Chesapeake, Virginia                                            ",2016,Father,1
WA,"Carnation, Washington                                           ",2007,Father,1
NC,Luigi's Restaurant in Fayetteville                              ,1993,Fayetteville,1
LA,New Orleans Downtown Post Office                                ,1988,Fbi,2
FL,Moon Lake                                                       ,2015,Feb,1
NC,Chapel Hill                                                     ,2015,Feb,1
PA,Monroeville Macy's                                              ,2015,Feb,1
AK,Bethel Regional High School                                     ,1997,February,1
AL,University of Alabama in Huntsville                             ,2010,February,1
AL,Birmingham's Washington Park                                    ,2015,February,1
CA,Los Angeles Computer Learning Center                            ,1976,February,1
CA,49th Street Elementary School                                   ,1984,February,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,February,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,February,1
CA,Los Angeles Police Department                                   ,2013,February,2
CA,Cedarville Rancheria Tribe                                      ,2014,February,1
FL,Pinellas Park High School                                       ,1988,February,1
FL,Fort Lauderdale City Parks Office                               ,1996,February,1
