CODE,Title,year,Word,count
MI,Residences in Grand Rapids                                      ,2011,Two,1
MI,Detroit Drive-by                                                ,2016,Two,2
MN,Accent Signage Systems in Minneapolis                           ,2012,Two,1
MN,"Clearbrook (Greenwood), Minnesota                               ",2015,Two,1
MO,Kirkwood City Hall                                              ,2008,Two,1
MO,Tyrone                                                          ,2015,Two,2
MO,"Ferguson, MO Drive by                                           ",2016,Two,1
MS,Brookhaven                                                      ,2015,Two,1
MT,Fergus County High School                                       ,1986,Two,1
NC,Downtown Chapel Hill                                            ,1995,Two,2
NC,Orange High School                                              ,2006,Two,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Two,1
NC,Boom Boom Room                                                  ,2015,Two,1
NC,"King, North Carolina                                            ",2015,Two,1
NC,"Louisburg, North Carolina                                       ",2016,Two,1
NE,Omaha                                                           ,2015,Two,1
NE,"Omaha, Nebraska                                                 ",2015,Two,1
NJ,Ridgewood Post Office                                           ,1991,Two,1
NJ,Montclair Post Office                                           ,1995,Two,2
NJ,Annual motorcycle event in Newark                               ,2015,Two,1
NJ,"Trenton, NJ sidewalk shooting                                   ",2016,Two,1
NM,"Albuquerque, NM Family restaurant shooting                      ",2016,Two,1
NV,Valley High School                                              ,1982,Two,1
NV,Sparks Middle School                                            ,2013,Two,1
NV,Nellis Plaza                                                    ,2014,Two,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Two,2
NY,Queens                                                          ,2015,Two,1
NY,Nightclub fight turns into shootout                             ,2016,Two,1
OH,SuccessTech Academy                                             ,2007,Two,1
OH,Youngstown State University                                     ,2011,Two,1
OH,"Colerain Township, Ohio                                         ",2015,Two,1
OK,"North Tulsa, Oklahoma                                           ",2012,Two,1
OK,Tulsa                                                           ,2015,Two,2
OR,Thurston High School                                            ,1998,Two,1
OR,Clackamas Town Center                                           ,2012,Two,1
PA,Parker Middle School Dance                                      ,1998,Two,1
PA,Duquesne University                                             ,2006,Two,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Two,3
PA,Monroeville Macy's                                              ,2015,Two,1
PA,Wilkinsburg BBQ cookout shootout                                ,2016,Two,2
PA,"Pittsburgh, Pennsylvania                                        ",2016,Two,2
SC,University of South Carolina                                    ,1979,Two,1
SC,Oakland Elementary School                                       ,1988,Two,2
SC,R.E. Phelon Company                                             ,1997,Two,1
TN,Memphis                                                         ,2015,Two,1
TN,"Amnicola Training Center, Chattanooga                           ",2015,Two,1
TN,"Lawrenceburg, Tennessee                                         ",2016,Two,1
TN,"Roadside in Memphis, Tennessee                                  ",2016,Two,1
TX,University of Texas at Austin                                   ,1966,Two,1
TX,Palo Duro High School                                           ,1992,Two,1
TX,Fort Hood Army Base                                             ,2009,Two,1
TX,"Houston, Texas                                                  ",2015,Two,1
TX,Killeen                                                         ,2015,Two,2
TX,"Sherman, Texas                                                  ",2016,Two,1
TX,Texas family murder-suicide                                     ,2016,Two,1
TX,Texas teen commits family murder suicide                        ,2016,Two,1
TX,"Sherman, TX Family murder-suicide                               ",2016,Two,1
VA,Virginia WDBJ live TV interview shooting                        ,2015,Two,1
VA,"Caroline County, VA Family Murder Suicide                       ",2016,Two,1
VA,"Richmond, Virginia                                              ",2016,Two,1
VT,Essex Elementary School                                         ,2006,Two,2
WA,Frontier Junior High School                                     ,1996,Two,1
WA,"Party in Capitol Hill, Seattle                                  ",2006,Two,1
WA,Parkland Coffee Shop                                            ,2009,Two,1
WA,Pinewood Village Apartments                                     ,2013,Two,1
WA,Seattle Pacific University                                      ,2014,Two,1
WA,"Belfair, Washington                                             ",2016,Two,1
WA,"Belfair, WA Family murder-suicide                               ",2016,Two,1
WI,"Birchwood, Wisconsin                                            ",2004,Two,1
WI,Azana Spa in Brookfield                                         ,2012,Two,1
WI,Milwaukee                                                       ,2015,Two,1
TX,"Sherman, TX Family murder-suicide                               ",2016,Tx,1
MI,"Kalamazoo, Michigan                                             ",2016,Uber,1
MI,Kalamazoo Uber Driver Spree Killing                             ,2016,Uber,1
GA,"Waycross, GA                                                    ",2015,Unborn,1
AL,"Geneva County, Alabama                                          ",2009,Uncle,1
TX,Texas teen commits family murder suicide                        ,2016,Unclear,1
TX,Fort Hood Army Base                                             ,2009,Unconscious,1
CA,McDonald's restaurant in San Ysidro                             ,1984,Unemployed,1
CA,Cleveland Elementary School                                     ,1989,Unemployed,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Unemployed,1
CA,Los Angeles International Airport (LAX)                         ,2013,Unemployed,1
NY,Immigration Services Center in Binghamton                       ,2009,Unemployed,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Unemployed,1
OR,Clackamas Town Center                                           ,2012,Unemployed,1
PA,Ross Township Supervisor Council Meeting                        ,2013,Unemployed,1
SC,Oakland Elementary School                                       ,1988,Unemployed,1
TX,"Luby's Cafeteria in Killeen, Texas                              ",1991,Unemployed,1
WA,"Party in Capitol Hill, Seattle                                  ",2006,Unemployed,1
WA,"Carnation, Washington                                           ",2007,Unemployed,1
WA,Fairchild Air Force Base Hospital                               ,1994,Unfit,1
GA,Su Jung Health Sauna                                            ,2012,Unfolded,1
PA,Duquesne University                                             ,2006,Unhappy,1
ME,"Oakland, Maine                                                  ",2015,Unharmed,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Unharmed,1
VA,"Chesapeake, Virginia                                            ",2016,Unidentified,1
NM,"Albuquerque, NM House party shooting                            ",2016,Uninvited,1
AL,Southern Union State Community College                          ,2011,Union,1
AL,University of Alabama in Huntsville                             ,2010,University,1
AL,University Heights Apartments in Auburn                         ,2012,University,1
AR,University of Central Arkansas                                  ,2008,University,1
AZ,University of Arizona College of Nursing                        ,2002,University,1
AZ,Northern Arizona University at Flagstaff Campus                 ,2015,University,2
CA,Cal State Fullerton                                             ,1976,University,1
CA,San Diego State University                                      ,1996,University,1
CA,Oikos University                                                ,2012,University,1
FL,Florida State University                                        ,2014,University,1
FL,Daytona Beach                                                   ,2015,University,2
IA,University of Iowa                                              ,1991,University,1
IL,Northern Illinois University                                    ,2008,University,1
OH,Case Western Reserve University                                 ,2003,University,1
OH,Youngstown State University                                     ,2011,University,1
PA,Duquesne University                                             ,2006,University,1
SC,University of South Carolina                                    ,1979,University,1
TX,University of Texas at Austin                                   ,1966,University,3
UT,Weber State University                                          ,1993,University,1
WA,St. Aloysius Church                                             ,1971,University,1
WA,Seattle Pacific University                                      ,2014,University,1
WI,Fox Cities Trestle Trail bridge over Little Lake Butte des Morts,2015,University,1
FL,"Tampa, FL Strip club shooting                                   ",2016,Unknown,1
IL,Chicago Rap video Shootout                                      ,2016,Unknown,1
IL,Chicago Birthday Party Bus Shooting                             ,2016,Unknown,1
TX,Houston Drive-by                                                ,2016,Unknown,1
TX,Tyler Courthouse                                                ,2005,Unpaid,1
NY,Long Island Rail Road Commuter Train                            ,1993,Unstable,1
SC,R.E. Phelon Company                                             ,1997,Unsuccessful,1
VA,"Halifax County, VA                                              ",2016,Unsuccessfully,1
NC,Downtown Chapel Hill                                            ,1995,Unsupervised,1
CA,Los Angeles Police Department                                   ,2013,Up,1
CA,Long Beach Street murder                                        ,2016,Up,1
IL,Chicago Rap video Shootout                                      ,2016,Up,1
MI,"Kalamazoo, Michigan                                             ",2016,Up,1
MN,"Minneapolis, Minnesota                                          ",2015,Up,1
MS,"Iuka, Mississippi                                               ",2016,Up,2
NJ,"Trenton, NJ sidewalk shooting                                   ",2016,Up,1
NM,South Valley Residence                                          ,2013,Up,1
NM,Albuquerque Auto Shop                                           ,2014,Up,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Up,1
OK,Tulsa                                                           ,2015,Up,1
OR,Umpqua Community College                                        ,2015,Up,1
PA,West Nickel Mines Amish School                                  ,2006,Up,1
WI,Sikh Temple in Wisconsin                                        ,2012,Up,1
VA,Virginia WDBJ live TV interview shooting                        ,2015,Uploaded,1
CA,Long Beach Street murder                                        ,2016,Upon,1
CA,Riverside restaurant shooting                                   ,2016,Upon,1
GA,"Roswell, GA Hookah shootout                                     ",2016,Upon,1
MA,"Chelsea, MA empty apartment party shooting                      ",2016,Upon,1
MI,Kalamazoo Uber Driver Spree Killing                             ,2016,Upon,1
MO,Missouri Highway shooting                                       ,2016,Upon,1
TX,Houston Drive-by                                                ,2016,Upon,1
WA,"Carnation, Washington                                           ",2007,Upon,1
GA,Heritage High School                                            ,1999,Upset,1
MI,Dearborn Post Office                                            ,1993,Upset,1
NY,Schuyler County Office Building                                 ,1992,Upset,1
OH,Damageplan show at the Alrosa Villa Nightclub                   ,2004,Upset,1
ME,"Oakland, Maine                                                  ",2015,Upstairs,1
OH,Cleveland                                                       ,2015,Upstairs,1
OH,Damageplan show at the Alrosa Villa Nightclub                   ,2004,Us,1
WI,Sikh Temple in Wisconsin                                        ,2012,Us,1
WA,Parkland Coffee Shop                                            ,2009,Use,1
IL,Windy City Core Supply Warehouse                                ,2003,Used,1
NJ,Ridgewood Post Office                                           ,1991,Used,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Using,1
UT,Weber State University                                          ,1993,Utah,1
UT,Trolley Square                                                  ,2007,Utah,1
MA,"Chelsea, Massachusetts                                          ",2016,Vacant,2
PA,Ross Township Supervisor Council Meeting                        ,2013,Vacate,1
NM,South Valley Residence                                          ,2013,Valley,1
NV,Valley High School                                              ,1982,Valley,1
GA,"Roswell, GA Hookah shootout                                     ",2016,Van,1
NV,Valley High School                                              ,1982,Vegas,1
NV,Mojave High School Bus                                          ,2007,Vegas,1
NV,Nellis Plaza                                                    ,2014,Vegas,1
FL,Radisson Bay Harbor Inn                                         ,1999,Vehicle,1
MI,Residences in Grand Rapids                                      ,2011,Vehicle,1
TN,Memphis                                                         ,2015,Vehicles,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Velocity,1
IL,Club Maxey's                                                    ,2015,Venue,1
TN,Memphis                                                         ,2015,Verbal,1
WA,Marysville-Pilchuck High School                                 ,2014,Verbal,1
VT,Essex Elementary School                                         ,2006,Vermont,1
CA,"Perris, CA Mexican restaurant shooting                          ",2016,Very,1
VA,"Gloucester County, VA, House Party                              ",2016,Very,1
WI,Sikh Temple in Wisconsin                                        ,2012,Very,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Veteran,1
WI,Sikh Temple in Wisconsin                                        ,2012,Veteran,1
MT,Fergus County High School                                       ,1986,Vice,1
CA,Salon Meritage                                                  ,2011,Victim,1
CA,"Vallejo, CA car shooting                                        ",2016,Victim,1
FL,Fort Lauderdale City Parks Office                               ,1996,Victim,1
GA,Rome                                                            ,2015,Victim,2
IL,Club Maxey's                                                    ,2015,Victim,1
VA,Virginia WDBJ live TV interview shooting                        ,2015,Victim,1
WA,Pinewood Village Apartments                                     ,2013,Victim,1
AZ,Rose-Mar College of Beauty                                      ,1966,Victims,2
CA,Dana Point Post Office                                          ,1993,Victims,1
CA,"Covina, California                                              ",2008,Victims,1
CA,Oikos University                                                ,2012,Victims,1
CO,Colorado Springs                                                ,2015,Victims,1
FL,Moon Lake                                                       ,2015,Victims,1
LA,New Orleans gas station shoot-out                               ,2016,Victims,1
ME,"Oakland, Maine                                                  ",2015,Victims,2
MI,Residences in Grand Rapids                                      ,2011,Victims,1
MI,"Kalamazoo, Michigan                                             ",2016,Victims,1
OH,"Columbus, Ohio                                                  ",2015,Victims,1
OK,"North Tulsa, Oklahoma                                           ",2012,Victims,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Victims,1
TN,"Lawrenceburg, Tennessee                                         ",2016,Victims,1
TX,Homes in Desoto and Dallas                                      ,2013,Victims,1
WA,Wah Mee Club in Seattle                                         ,1983,Victims,1
VA,Virginia WDBJ live TV interview shooting                        ,2015,Videos,1
AL,Birmingham's Washington Park                                    ,2015,Videotaped,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Vietnam,1
OH,Damageplan show at the Alrosa Villa Nightclub                   ,2004,Villa,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Village,2
NY,Nightclub fight turns into shootout                             ,2016,Village,1
TX,Killeen                                                         ,2015,Village,1
FL,"Jacksonville, Florida                                           ",2015,Violence,1
IL,River Forest                                                    ,2015,Violence,1
KS,"Hesston, Kansas                                                 ",2016,Violence,1
NM,Little Water                                                    ,2015,Violence,1
GA,"Waycross, GA                                                    ",2015,Violent,1
TX,"Houston, Texas                                                  ",2015,Violent,1
VA,"Richmond, Virginia                                              ",2016,Violent,1
VA,Appalachian School of Law                                       ,2002,Virginia,1
VA,Virginia Tech  Campus                                           ,2007,Virginia,2
VA,Virginia WDBJ live TV interview shooting                        ,2015,Virginia,1
VA,"Chesapeake, Virginia                                            ",2016,Virginia,1
VA,"Richmond, Virginia                                              ",2016,Virginia,1
CO,Chuck E. Cheese in Aurora                                       ,1993,Visited,1
AR,University of Central Arkansas                                  ,2008,Visitor,1
FL,Fort Lauderdale City Parks Office                               ,1996,Visitors,1
WA,Fairchild Air Force Base Hospital                               ,1994,Visitors,1
CA,Isla Vista                                                      ,2014,Vista,3
NY,Schuyler County Office Building                                 ,1992,Wages,1
WA,Wah Mee Club in Seattle                                         ,1983,Wah,1
TN,"Memphis, TN gas station shooting                                ",2016,Waist,1
CO,Chuck E. Cheese in Aurora                                       ,1993,Waited,1
MI,Detroit Strip Club Shootout                                     ,2016,Waited,1
NM,South Valley Residence                                          ,2013,Waited,1
VA,Virginia WDBJ live TV interview shooting                        ,2015,Waited,1
CA,Grover Cleveland Elementary School                              ,1979,Waiting,2
MA,Edgewater Technology                                            ,2000,Wakefield,1
PA,Duquesne University                                             ,2006,Walk,1
VA,"Richmond, Virginia                                              ",2016,Walk,1
CA,McDonald's restaurant in San Ysidro                             ,1984,Walked,1
FL,"Jacksonville, Florida                                           ",2015,Walked,1
ID,Moscow                                                          ,2015,Walked,1
IL,Chicago Rap video Shootout                                      ,2016,Walked,1
NV,Valley High School                                              ,1982,Walked,1
NV,Carson City IHOP                                                ,2011,Walked,1
WA,Frontier Junior High School                                     ,1996,Walked,1
WA,"Belfair, Washington                                             ",2016,Walked,1
CO,Colorado Springs                                                ,2015,Walking,2
CO,"Colorado Springs, Colorado                                      ",2015,Walls,1
NV,Nellis Plaza                                                    ,2014,Walmart,2
TX,Walter Rossler Company                                          ,1995,Walter,1
WA,Pinewood Village Apartments                                     ,2013,Wanted,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Ward,1
IL,Windy City Core Supply Warehouse                                ,2003,Warehouse,1
WA,Wah Mee Club in Seattle                                         ,1983,Washington,1
WA,Fairchild Air Force Base Hospital                               ,1994,Washington,1
WA,Frontier Junior High School                                     ,1996,Washington,1
WA,"Party in Capitol Hill, Seattle                                  ",2006,Washington,1
WA,"Carnation, Washington                                           ",2007,Washington,1
WA,Parkland Coffee Shop                                            ,2009,Washington,1
WA,Cafe in Seattle                                                 ,2012,Washington,1
WA,Pinewood Village Apartments                                     ,2013,Washington,1
NY,Schuyler County Office Building                                 ,1992,Watkins,1
CA,Santa Monica College                                            ,2013,Way,1
IL,Navistar International                                          ,2001,Way,1
WA,Pinewood Village Apartments                                     ,2013,Way,1
FL,Florida State University                                        ,2014,Weapon,1
ME,"Oakland, Maine                                                  ",2015,Weapon,1
MI,Michigan school shooting                                        ,2016,Weapon,1
NC,"Louisburg, North Carolina                                       ",2016,Wear,1
CA,"Rivermark, Santa Clara, California                              ",2009,Web,1
UT,Weber State University                                          ,1993,Weber,1
MN,"Clearbrook (Greenwood), Minnesota                               ",2015,Website,1
TX,Wedgwood Baptist Church                                         ,1999,Wedgwood,1
CA,"San Bernardino, California                                      ",2015,Wednesday,1
GA,Suwanee                                                         ,2015,Wednesday,1
NC,"King, North Carolina                                            ",2015,Wednesday,1
NY,Parking lot near Boys and Girls Club                            ,2015,Wednesday,1
OK,Tulsa                                                           ,2015,Wednesday,2
VA,Virginia WDBJ live TV interview shooting                        ,2015,Wednesday,1
VA,"Chesapeake, Virginia                                            ",2016,Wednesday,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Week,1
FL,Moon Lake                                                       ,2015,Week,1
IL,Clara Barton Elementary School                                  ,1974,Week,1
WA,Cafe in Seattle                                                 ,2012,Week,1
SC,University of South Carolina                                    ,1979,Weekend,1
TX,"Tennessee Colony, Texas                                         ",2015,Weekend,1
NC,"Louisburg, North Carolina                                       ",2016,Weeks,1
FL,Welding shop in Miami                                           ,1982,Welding,1
OK,Tulsa                                                           ,2015,Welfare,1
IA,University of Iowa                                              ,1991,Well,1
NY,Olean High School                                               ,1974,Well,1
AL,"Geneva County, Alabama                                          ",2009,Went,3
AL,University of Alabama in Huntsville                             ,2010,Went,1
AL,Southern Union State Community College                          ,2011,Went,1
AL,University Heights Apartments in Auburn                         ,2012,Went,1
AZ,"Tucson, Arizona                                                 ",2011,Went,1
AZ,Mesa                                                            ,2015,Went,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Went,1
CA,Cedarville Rancheria Tribe                                      ,2014,Went,1
CA,"San Bernardino, California                                      ",2015,Went,1
CO,Youth With A Mission and New Life Church                        ,2007,Went,1
FL,Florida State University                                        ,2014,Went,1
GA,Douglasville                                                    ,2015,Went,1
LA,New Orleans Police Shootings                                    ,1972,Went,1
MI,Chelsea High School                                             ,1993,Went,1
MI,Residences in Grand Rapids                                      ,2011,Went,1
MN,Accent Signage Systems in Minneapolis                           ,2012,Went,1
NM,South Valley Residence                                          ,2013,Went,1
NY,New York Technical College                                      ,1986,Went,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Went,1
NY,Queens                                                          ,2015,Went,1
OK,"North Tulsa, Oklahoma                                           ",2012,Went,1
PA,Ross Township Supervisor Council Meeting                        ,2013,Went,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Went,1
SC,Johnston Post Office                                            ,1983,Went,1
TX,Homes in Desoto and Dallas                                      ,2013,Went,1
VA,"Chesapeake, Virginia                                            ",2016,Went,1
VA,"Richmond, Virginia                                              ",2016,Went,1
VT,Essex Elementary School                                         ,2006,Went,1
WA,"Party in Capitol Hill, Seattle                                  ",2006,Went,1
WA,Cafe in Seattle                                                 ,2012,Went,1
WI,Azana Spa in Brookfield                                         ,2012,Went,1
KY,Heath High School                                               ,1997,West,1
PA,West Nickel Mines Amish School                                  ,2006,West,1
TX,Killeen                                                         ,2015,West,1
OH,Case Western Reserve University                                 ,2003,Western,1
NE,Westroads Mall                                                  ,2007,Westroads,1
AR,Westside Middle School                                          ,1998,Westside,1
AL,Wetumpka Drive-by                                               ,2016,Wetumpka,1
NC,"Louisburg, North Carolina                                       ",2016,Whereabouts,1
NM,Little Water                                                    ,2015,Whipped,1
MN,"Minneapolis, Minnesota                                          ",2015,White,1
TX,Houston Drive-by                                                ,2016,White,1
WI,Sikh Temple in Wisconsin                                        ,2012,White,1
OH,Wickliffe Middle School                                         ,1994,Wickliffe,2
AL,Southern Union State Community College                          ,2011,Wife,2
AL,Cottonwood                                                      ,2015,Wife,1
AL,"Greenhill, AL Family murder-suicide                             ",2016,Wife,1
CA,Orange Glenn Post Office                                        ,1989,Wife,1
CA,"Covina, California                                              ",2008,Wife,1
CA,Salon Meritage                                                  ,2011,Wife,2
CA,"San Bernardino, California                                      ",2015,Wife,1
FL,"Inglis, Florida                                                 ",2015,Wife,2
GA,Offices of All-Tech Investment Group and Momentum Securities    ,1999,Wife,1
GA,Suwanee                                                         ,2015,Wife,1
GA,Clarkesville                                                    ,2015,Wife,2
GA,Douglasville                                                    ,2015,Wife,1
KY,"Louisville, KY Family Murder-Suicide                            ",2016,Wife,1
KY,"Louisville, Kentucky                                            ",2016,Wife,1
MI,Chelsea High School                                             ,1993,Wife,1
MI,Residences in Grand Rapids                                      ,2011,Wife,1
MS,"Iuka, Mississippi                                               ",2016,Wife,1
MT,Deer Lodge                                                      ,2015,Wife,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Wife,2
NC,"King, North Carolina                                            ",2015,Wife,1
NM,Little Water                                                    ,2015,Wife,1
NV,Nellis Plaza                                                    ,2014,Wife,1
NY,Queens                                                          ,2015,Wife,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Wife,3
TN,"Lawrenceburg, Tennessee                                         ",2016,Wife,1
TX,University of Texas at Austin                                   ,1966,Wife,1
TX,Walter Rossler Company                                          ,1995,Wife,1
TX,Tyler Courthouse                                                ,2005,Wife,1
TX,Homes in Desoto and Dallas                                      ,2013,Wife,1
TX,Killeen                                                         ,2015,Wife,1
TX,"Sherman, Texas                                                  ",2016,Wife,1
TX,Texas family murder-suicide                                     ,2016,Wife,1
TX,"Sherman, TX Family murder-suicide                               ",2016,Wife,1
VA,"Caroline County, VA Family Murder Suicide                       ",2016,Wife,1
VA,"Woodbridge, Virginia                                            ",2016,Wife,1
WA,Fairchild Air Force Base Hospital                               ,1994,Wife,1
WA,"Carnation, Washington                                           ",2007,Wife,1
WA,"Belfair, Washington                                             ",2016,Wife,1
WA,"Belfair, WA Family murder-suicide                               ",2016,Wife,1
WI,Azana Spa in Brookfield                                         ,2012,Wife,2
CA,Grover Cleveland Elementary School                              ,1979,Window,1
OR,Umpqua Community College                                        ,2015,Window,1
TX,"Luby's Cafeteria in Killeen, Texas                              ",1991,Window,1
NM,"Albuquerque, NM House party shooting                            ",2016,Windows,1
IL,Windy City Core Supply Warehouse                                ,2003,Windy,1
AZ,Rose-Mar College of Beauty                                      ,1966,Wiping,1
WI,Milwaukee Post Office                                           ,1997,Wisconsin,1
WI,"Birchwood, Wisconsin                                            ",2004,Wisconsin,1
WI,Living Church of God                                            ,2005,Wisconsin,1
WI,Sikh Temple in Wisconsin                                        ,2012,Wisconsin,1
WI,Azana Spa in Brookfield                                         ,2012,Wisconsin,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Within,1
CO,Colorado Springs                                                ,2015,Witness,1
WA,Pinewood Village Apartments                                     ,2013,Witness,1
AZ,Wat Promkunaram Buddhist Temple                                 ,1991,Witnesses,1
CA,Los Angeles International Airport (LAX)                         ,2013,Witnesses,1
CA,"San Bernardino, California                                      ",2015,Witnesses,1
FL,Welding shop in Miami                                           ,1982,Witnesses,1
GA,Hill Haven Event Center (Formerly Club CJ's)                    ,2015,Witnesses,1
CA,San Diego State University                                      ,1996,Witnessing,1
AZ,Phoenix                                                         ,2015,Wives,1
AZ,Rose-Mar College of Beauty                                      ,1966,Woman,1
CA,Dana Point Post Office                                          ,1993,Woman,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Woman,1
CA,Cedarville Rancheria Tribe                                      ,2014,Woman,1
FL,GMAC Loan Office                                                ,1990,Woman,1
FL,Radisson Bay Harbor Inn                                         ,1999,Woman,1
IL,Hubbard Woods Elementary School                                 ,1988,Woman,1
MD,"Forestville, Maryland Drive-by                                  ",2016,Woman,1
MO,Missouri Highway shooting                                       ,2016,Woman,1
NC,Tarboro                                                         ,2015,Woman,1
NE,"Omaha, Nebraska                                                 ",2015,Woman,1
NV,Nellis Plaza                                                    ,2014,Woman,1
NY,McAvan's Pub                                                    ,2015,Woman,1
OK,Tulsa                                                           ,2015,Woman,1
PA,Duquesne University                                             ,2006,Woman,1
PA,Wilkinsburg BBQ cookout shootout                                ,2016,Woman,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Woman,1
TN,"Roadside in Memphis, Tennessee                                  ",2016,Woman,1
TX,Ianni's Club in Dallas                                          ,1984,Woman,1
TX,"Tennessee Colony, Texas                                         ",2015,Woman,1
VA,"Gloucester County, VA, House Party                              ",2016,Woman,1
WA,"Carnation, Washington                                           ",2007,Woman,3
PA,"Pittsburgh, Pennsylvania                                        ",2016,Woman’S,1
AZ,Rose-Mar College of Beauty                                      ,1966,Women,1
AZ,Mesa                                                            ,2015,Women,1
CO,Colorado Springs                                                ,2015,Women,1
NE,"Omaha, Nebraska                                                 ",2015,Women,1
NJ,"Trenton, NJ sidewalk shooting                                   ",2016,Women,2
NM,Albuquerque Auto Shop                                           ,2014,Women,1
SC,Mother Emanuel AME Church                                       ,2015,Women,1
TX,Killeen                                                         ,2015,Women,1
NC,Downtown Chapel Hill                                            ,1995,Won,1
IL,Hubbard Woods Elementary School                                 ,1988,Woods,1
NJ,Annual motorcycle event in Newark                               ,2015,Woodson,1
CA,Orange Glenn Post Office                                        ,1989,Work,1
FL,Radisson Bay Harbor Inn                                         ,1999,Work,1
GA,Kennesaw FedEx                                                  ,2014,Work,1
HI,Xerox Office Building                                           ,1999,Work,1
IL,Windy City Core Supply Warehouse                                ,2003,Work,1
KY,Standard Gravure Corporation                                    ,1989,Work,1
MI,Dearborn Post Office                                            ,1993,Work,1
NJ,Ridgewood Post Office                                           ,1991,Work,1
OK,Tulsa                                                           ,2015,Work,1
SC,Johnston Post Office                                            ,1983,Work,1
CA,Goleta Post Office                                              ,2006,Worked,1
CA,Salon Meritage                                                  ,2011,Worked,1
KS,"Hesston, Kansas                                                 ",2016,Worked,1
LA,New Orleans Downtown Post Office                                ,1988,Worked,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Worked,1
OK,"Post office in Edmond, Oklahoma                                 ",1986,Worked,1
VT,Essex Elementary School                                         ,2006,Worked,1
WI,Azana Spa in Brookfield                                         ,2012,Worked,1
AL,"Geneva County, Alabama                                          ",2009,Worker,1
CA,Orange Glenn Post Office                                        ,1989,Worker,1
CA,Goleta Post Office                                              ,2006,Worker,1
CA,Cedarville Rancheria Tribe                                      ,2014,Worker,1
FL,Fort Lauderdale City Parks Office                               ,1996,Worker,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Worker,1
KY,Atlantis Plastics                                               ,2008,Worker,1
MI,Royal Oak Post Office                                           ,1991,Worker,1
MO,Kirkwood City Hall                                              ,2008,Worker,1
MS,Lockheed Martin                                                 ,2003,Worker,1
OK,"Post office in Edmond, Oklahoma                                 ",1986,Worker,1
SC,Johnston Post Office                                            ,1983,Worker,1
WI,Milwaukee Post Office                                           ,1997,Worker,1
CA,Orange Glenn Post Office                                        ,1989,Workers,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Workers,1
GA,Atlanta Post Office                                             ,1985,Workers,1
LA,New Orleans Downtown Post Office                                ,1988,Workers,1
MI,Royal Oak Post Office                                           ,1991,Workers,1
NJ,Ridgewood Post Office                                           ,1991,Workers,1
NJ,Montclair Post Office                                           ,1995,Workers,1
NY,Schuyler County Office Building                                 ,1992,Workers,1
WI,Azana Spa in Brookfield                                         ,2012,Workers,1
AZ,Mesa                                                            ,2015,Working,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Working,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Workplace,1
CO,Chuck E. Cheese in Aurora                                       ,1993,Workplace,1
CT,Connecticut State Lottery Headquarters                          ,1998,Workplace,1
FL,Fort Lauderdale City Parks Office                               ,1996,Workplace,1
IL,Navistar International                                          ,2001,Workplace,1
KS,"Hesston, Kansas                                                 ",2016,Workplace,1
KY,Standard Gravure Corporation                                    ,1989,Workplace,1
KY,Atlantis Plastics                                               ,2008,Workplace,1
MI,Royal Oak Post Office                                           ,1991,Workplace,1
MS,Lockheed Martin                                                 ,2003,Workshop,1
TX,Wedgwood Baptist Church                                         ,1999,Worth,1
NM,"Albuquerque, NM House party shooting                            ",2016,Would,1
MI,Michigan school shooting                                        ,2016,Wouldn,1
AZ,Phoenix Law Firm                                                ,2013,Wound,1
CA,"Covina, California                                              ",2008,Wound,1
AK,Bethel Regional High School                                     ,1997,Wounded,1
AL,"Geneva County, Alabama                                          ",2009,Wounded,2
AL,University Heights Apartments in Auburn                         ,2012,Wounded,1
AL,Birmingham's Washington Park                                    ,2015,Wounded,1
AR,University of Central Arkansas                                  ,2008,Wounded,1
