"name","state_abbr","Year","population","violent_crime","homicide","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","mass_shootings"
Connecticut   ,CT,2011           ,3586717,9889,129,3689,5382,77205,15468,55067,6670,0
Connecticut   ,CT,2012           ,3591765,10183,117,3709,5424,77169,14787,55904,6478,1
Connecticut   ,CT,2013           ,3599341,9439,91,3551,4906,71274,12934,52099,6241,0
Connecticut   ,CT,2014           ,3594762,8575,89,3172,4520,69326,12017,51195,6114,0
Connecticut   ,CT,2015           ,3584730,7938,116,2925,4099,65610,10286,48898,6426,0
Connecticut   ,CT,2016           ,3587685,8169,79,2711,4588,64875,10107,47642,7126,0
Delaware      ,DE,1979           ,582000,3127,33,753,2179,34853,8890,23081,2882,0
Delaware      ,DE,1980           ,594779,2824,41,815,1824,37482,9698,25077,2707,0
Delaware      ,DE,1981           ,598000,3044,40,844,1990,36958,9627,24759,2572,0
Delaware      ,DE,1982           ,602000,3370,32,737,2415,35067,8698,23891,2478,0
Delaware      ,DE,1983           ,606000,2746,25,699,1793,30378,7414,20908,2056,0
Delaware      ,DE,1984           ,613000,2671,25,711,1635,28021,6678,19747,1596,0
Delaware      ,DE,1985           ,622000,2695,30,773,1596,28164,6826,19638,1700,0
Delaware      ,DE,1986           ,633000,2703,31,786,1526,27881,6598,19562,1721,0
Delaware      ,DE,1987           ,644000,2774,33,789,1511,29032,6572,20453,2007,0
Delaware      ,DE,1988           ,660000,2981,34,784,1672,28693,6868,19824,2001,0
Delaware      ,DE,1989           ,673000,3745,34,934,2208,28998,6072,20294,2632,0
Delaware      ,DE,1990           ,666168,4365,33,1098,2647,31344,6465,21922,2957,0
Delaware      ,DE,1991           ,680000,4857,37,1460,2772,35055,7668,24836,2551,0
Delaware      ,DE,1992           ,689000,4280,32,1042,2615,29126,6598,20419,2109,0
Delaware      ,DE,1993           ,700000,4801,35,1307,2920,29304,6244,20853,2207,0
Delaware      ,DE,1994           ,706000,4549,33,1141,2829,29971,6198,20828,2945,0
Delaware      ,DE,1995           ,717000,5198,25,1425,3173,31790,6491,22329,2970,0
Delaware      ,DE,1996           ,725000,4845,31,1304,3056,30643,5830,21665,3148,0
Delaware      ,DE,1997           ,732000,5753,22,1783,3520,36578,6421,25904,4253,0
Delaware      ,DE,1998           ,744000,5672,21,1445,3707,34230,6395,24649,3186,0
Delaware      ,DE,1999           ,753538,5534,24,1492,3489,30922,5245,22634,3043,0
Delaware      ,DE,2000           ,783600,5363,25,1394,3520,29727,5216,21360,3151,0
Delaware      ,DE,2001           ,796599,4868,23,1156,3269,27399,5144,19476,2779,0
Delaware      ,DE,2002           ,805945,4836,26,1154,3298,26967,5355,18555,3057,0
Delaware      ,DE,2003           ,818166,5525,21,1441,3693,27943,6066,18933,2944,0
Delaware      ,DE,2004           ,830069,5105,28,1343,3377,27256,5669,19285,2302,0
Delaware      ,DE,2005           ,841741,5332,37,1306,3612,26245,5811,18085,2349,0
Delaware      ,DE,2006           ,853476,5983,42,1791,3733,29670,6337,20449,2884,0
Delaware      ,DE,2007           ,864764,6100,39,1763,3957,29216,6420,20454,2342,0
Delaware      ,DE,2008           ,873092,6187,57,1847,3912,31385,6783,22045,2557,0
Delaware      ,DE,2009           ,885122,5713,41,1680,3597,29685,6943,20836,1906,0
Delaware      ,DE,2010           ,899792,5608,51,1839,3392,31078,7550,21593,1935,0
Delaware      ,DE,2011           ,908137,5144,48,1558,3231,31163,7617,22001,1545,0
Delaware      ,DE,2012           ,917053,5048,56,1498,3245,30707,7389,21880,1438,0
Delaware      ,DE,2013           ,925240,4633,41,1233,2960,29001,6299,21347,1355,0
Delaware      ,DE,2014           ,935968,4568,50,1271,2857,27915,5765,20885,1265,0
Delaware      ,DE,2015           ,944076,4760,62,1240,3097,25545,4797,19555,1193,0
Delaware      ,DE,2016           ,952698,4859,58,1359,3131,26370,5028,19812,1530,1
Florida       ,FL,1979           ,8860000,73881,1084,22097,46124,607281,190884,378099,38298,0
Florida       ,FL,1980           ,9567112,94095,1387,34015,53254,709730,239825,424223,45682,0
Florida       ,FL,1981           ,10166000,98109,1522,35473,55407,718470,241536,431222,45712,0
Florida       ,FL,1982           ,10416000,93411,1409,31002,55413,684166,211932,427462,44772,1
Florida       ,FL,1983           ,10680000,88292,1199,28126,53797,635934,191902,400796,43236,0
Florida       ,FL,1984           ,10976000,95270,1264,30311,58125,653429,198446,408153,46830,0
Florida       ,FL,1985           ,11366000,106971,1296,35506,64165,753918,228402,465792,59724,0
Florida       ,FL,1986           ,11675000,121013,1371,42822,70668,839651,259331,510496,69824,0
Florida       ,FL,1987           ,12023000,123168,1371,42869,72896,899167,271346,546466,81355,1
Florida       ,FL,1988           ,12377000,138343,1416,49916,80857,967869,283960,589215,94694,1
Florida       ,FL,1989           ,12671000,140575,1405,51188,81683,975042,289254,583702,102086,0
Florida       ,FL,1990           ,12937926,160990,1379,53928,98902,978944,280832,591210,106902,1
Florida       ,FL,1991           ,13277000,157243,1248,53083,96047,977570,266313,607222,104035,0
Florida       ,FL,1992           ,13488000,162827,1208,49482,104827,964533,254755,598093,111685,0
Florida       ,FL,1993           ,13679000,164975,1224,48913,107479,977363,251063,603784,122516,0
Florida       ,FL,1994           ,13953000,160016,1165,45871,105679,991105,237341,626578,127186,0
Florida       ,FL,1995           ,14166000,151711,1037,42485,101302,939288,215657,612311,111320,0
Florida       ,FL,1996           ,14400000,151350,1077,41643,101122,928273,219056,605448,103769,1
Florida       ,FL,1997           ,14654000,149996,1012,40459,100926,915613,213926,594492,107195,0
Florida       ,FL,1998           ,14916000,140016,967,36198,95447,887107,203105,579752,104250,0
Florida       ,FL,1999           ,15111244,129044,859,31969,89226,808674,181378,534105,93191,1
Florida       ,FL,2000           ,15982378,129777,903,31809,90008,780377,172898,518298,89181,0
Florida       ,FL,2001           ,16373330,130713,874,32867,90331,782517,176052,516548,89917,0
Florida       ,FL,2002           ,16691701,128721,911,32581,88476,777236,177242,511478,88516,0
Florida       ,FL,2003           ,16999181,124280,924,31523,85106,757696,170644,505489,81563,0
Florida       ,FL,2004           ,17385430,123754,946,29997,86199,727141,166332,482484,78325,0
Florida       ,FL,2005           ,17768191,125957,883,30141,88341,712998,164783,472912,75303,0
Florida       ,FL,2006           ,18089888,129602,1129,34147,87851,721101,170873,473774,76454,0
Florida       ,FL,2007           ,18251243,131878,1202,38155,86372,746249,181836,490783,73630,0
Florida       ,FL,2008           ,18328340,126256,1168,36268,82848,758889,188472,506902,63515,0
Florida       ,FL,2009           ,18537969,113541,1017,30911,76112,712010,181884,479867,50259,0
Florida       ,FL,2010           ,18838613,101969,987,26086,69523,669035,169119,458454,41462,0
Florida       ,FL,2011           ,19082262,98198,984,25622,66319,671200,170171,461408,39621,0
Florida       ,FL,2012           ,19320749,94087,1009,23889,63929,632988,153563,442095,37330,1
Florida       ,FL,2013           ,19600311,91993,972,23200,61054,607170,138915,433344,34911,1
Florida       ,FL,2014           ,19905569,91345,982,21621,61610,583774,121379,426197,36198,1
Florida       ,FL,2015           ,20244914,93625,1041,21137,63895,570270,109268,420341,40661,6
Florida       ,FL,2016           ,20656589,88700,1111,20175,59816,553812,100325,410352,43135,8
Georgia       ,GA,1979           ,5118000,28594,877,10939,14562,248641,81579,145758,21304,0
Georgia       ,GA,1980           ,5400851,29993,743,10670,16189,272652,91773,160764,20115,0
Georgia       ,GA,1981           ,5569000,30527,960,10938,16267,282926,93121,171170,18635,0
Georgia       ,GA,1982           ,5639000,26963,713,8716,15292,267097,84469,165049,17579,0
Georgia       ,GA,1983           ,5732000,26179,483,8267,15408,232062,72614,143398,16050,0
Georgia       ,GA,1984           ,5837000,27935,546,8414,16619,234621,70310,147251,17060,0
Georgia       ,GA,1985           ,5976000,30311,620,9812,17292,275070,81070,171950,22050,1
Georgia       ,GA,1986           ,6104000,35869,686,13056,19449,297130,88695,182171,26264,0
Georgia       ,GA,1987           ,6222000,35868,735,13014,19438,324511,96572,197302,30637,0
Georgia       ,GA,1988           ,6401000,42589,748,15593,23278,362376,103106,223768,35502,0
Georgia       ,GA,1989           ,6436000,47357,820,17450,25937,407868,110215,255578,42075,0
Georgia       ,GA,1990           ,6478216,48996,767,17067,27690,389165,104905,240623,43637,0
Georgia       ,GA,1991           ,6623000,48894,849,17762,27483,381165,100317,240359,40489,0
Georgia       ,GA,1992           ,6751000,49496,741,16863,28835,382934,97402,246619,38913,0
Georgia       ,GA,1993           ,6917000,50019,789,17154,29628,378348,90423,246849,41076,0
Georgia       ,GA,1994           ,7055000,47103,703,15703,28249,376926,81406,256208,39312,0
Georgia       ,GA,1995           ,7201000,47317,683,14777,29318,385005,76324,264872,43809,0
Georgia       ,GA,1996           ,7353000,46966,630,15100,28879,416986,81968,288803,46215,0
Georgia       ,GA,1997           ,7486000,45408,563,15473,27044,388155,81320,262263,44572,0
Georgia       ,GA,1998           ,7642000,43762,618,14308,26514,373717,75720,255459,42538,0
Georgia       ,GA,1999           ,7788240,41585,583,12962,25721,359383,71429,247834,40120,2
Georgia       ,GA,2000           ,8186453,41319,651,13250,25450,347630,68488,240440,38702,0
Georgia       ,GA,2001           ,8405677,41671,598,14402,24491,347872,71799,238484,37589,0
Georgia       ,GA,2002           ,8544005,39271,606,13432,23125,346559,73932,234591,38036,0
Georgia       ,GA,2003           ,8676460,39435,657,14043,22501,369589,79001,247196,43392,0
Georgia       ,GA,2004           ,8918129,40217,613,13656,23561,376656,82992,249426,44238,0
Georgia       ,GA,2005           ,9132553,40725,564,14041,23977,378534,84463,249594,44477,0
Georgia       ,GA,2006           ,9363941,44754,605,15511,26469,362712,85140,234445,43127,0
Georgia       ,GA,2007           ,9544750,46917,720,17291,26708,371248,90294,238436,42518,0
Georgia       ,GA,2008           ,9685744,47353,640,17808,26571,387917,100564,247709,39644,0
Georgia       ,GA,2009           ,9829211,42073,566,14631,24553,360985,98606,229216,33163,0
Georgia       ,GA,2010           ,9712157,39068,555,12372,24034,353449,96947,226161,30341,0
Georgia       ,GA,2011           ,9812460,36762,549,12266,21881,357235,96014,231543,29678,0
Georgia       ,GA,2012           ,9915646,37675,583,12502,22447,339473,86992,223875,28606,1
Georgia       ,GA,2013           ,9994759,37519,563,12704,21361,339808,83459,229190,27159,0
Georgia       ,GA,2014           ,10097132,38955,607,12786,22415,339146,78029,233359,27758,1
Georgia       ,GA,2015           ,10199398,38891,622,12545,22467,316013,68149,220715,27149,8
Georgia       ,GA,2016           ,10313620,40268,682,12114,24091,307305,62715,218127,26463,3
Hawaii        ,HI,1979           ,915000,2651,66,1688,601,63664,16538,40580,6546,0
Hawaii        ,HI,1980           ,964680,2889,84,1835,635,69291,17822,45564,5905,0
Hawaii        ,HI,1981           ,979000,2424,47,1453,584,61636,16726,40699,4211,0
Hawaii        ,HI,1982           ,994000,2542,31,1560,609,62906,16477,42248,4181,0
Hawaii        ,HI,1983           ,1023000,2579,57,1330,891,56853,13636,38920,4297,0
Hawaii        ,HI,1984           ,1039000,2409,34,1204,857,54573,12609,38329,3635,0
Hawaii        ,HI,1985           ,1054000,2313,43,1048,912,52501,12164,37357,2980,0
Hawaii        ,HI,1986           ,1062000,2604,51,1129,1095,57626,14218,39922,3486,0
Hawaii        ,HI,1987           ,1083000,2851,52,1061,1345,60157,12515,43678,3964,0
Hawaii        ,HI,1988           ,1093000,2810,44,919,1492,62650,13726,44946,3978,0
Hawaii        ,HI,1989           ,1112000,3004,53,925,1530,66723,14939,47374,4410,0
Hawaii        ,HI,1990           ,1108229,3113,44,1013,1696,64563,13611,46735,4217,0
Hawaii        ,HI,1991           ,1135000,2744,45,986,1338,65020,14011,47195,3814,0
Hawaii        ,HI,1992           ,1160000,2998,42,1151,1365,67901,13006,50544,4351,0
Hawaii        ,HI,1993           ,1172000,3061,45,1214,1408,70505,13310,51912,5283,0
Hawaii        ,HI,1994           ,1179000,3091,50,1221,1461,75672,14029,55260,6383,0
Hawaii        ,HI,1995           ,1187000,3509,56,1553,1564,81938,13832,59907,8199,0
Hawaii        ,HI,1996           ,1184000,3322,40,1606,1350,74639,12781,54701,7157,0
Hawaii        ,HI,1997           ,1187000,3299,47,1403,1478,68193,12741,48984,6468,0
Hawaii        ,HI,1998           ,1193000,2946,24,1225,1345,60677,11169,43914,5594,0
Hawaii        ,HI,1999           ,1185497,2785,44,1044,1343,54539,9421,40458,4660,1
Hawaii        ,HI,2000           ,1211537,2954,35,1123,1450,60033,10665,43254,6114,0
Hawaii        ,HI,2001           ,1227024,3117,32,1142,1534,62830,11162,44925,6743,0
Hawaii        ,HI,2002           ,1240663,3262,24,1210,1656,71976,12722,49344,9910,0
Hawaii        ,HI,2003           ,1248755,3400,22,1168,1843,65867,11409,44807,9651,0
Hawaii        ,HI,2004           ,1262124,3213,33,944,1903,60525,10827,41078,8620,0
Hawaii        ,HI,2005           ,1273278,3253,24,1001,1885,61115,9792,42188,9135,0
Hawaii        ,HI,2006           ,1285498,3608,21,1144,2090,54247,8724,37784,7739,0
Hawaii        ,HI,2007           ,1283388,3544,24,1122,2021,52866,9089,37494,6283,0
Hawaii        ,HI,2008           ,1288198,3510,26,1085,2036,45944,9404,31424,5116,0
Hawaii        ,HI,2009           ,1295178,3550,23,1030,2112,47516,9244,33415,4857,0
Hawaii        ,HI,2010           ,1363359,3603,25,1065,2136,45667,8706,31681,5280,0
Hawaii        ,HI,2011           ,1378129,3465,20,994,2098,43874,8165,31240,4469,0
Hawaii        ,HI,2012           ,1390090,3378,21,1125,1953,43419,7653,31901,3865,0
Hawaii        ,HI,2013           ,1408987,3585,32,934,2111,45266,7777,32928,4561,0
Hawaii        ,HI,2014           ,1420257,3362,20,952,1842,46022,7470,33003,5549,0
Hawaii        ,HI,2015           ,1431603,4201,19,1203,2418,54346,6557,42010,5779,0
Hawaii        ,HI,2016           ,1428683,3452,35,985,1831,42353,5983,30871,5499,0
Iowa          ,IA,1979           ,2903000,5259,65,1457,3417,119620,26768,85023,7829,0
Iowa          ,IA,1980           ,2907804,5826,63,1596,3751,132200,31390,93605,7205,0
Iowa          ,IA,1981           ,2897000,5915,76,1554,3896,130723,30925,93333,6465,0
Iowa          ,IA,1982           ,2905000,5018,67,1051,3538,115148,27535,82568,5045,0
Iowa          ,IA,1983           ,2905000,5262,68,1192,3637,108587,26599,77402,4586,0
Iowa          ,IA,1984           ,2910000,5781,59,1114,4233,104785,25357,74818,4610,0
Iowa          ,IA,1985           ,2884000,6106,55,1187,4501,107607,26349,76835,4423,0
Iowa          ,IA,1986           ,2851000,6703,51,1197,5099,111633,27255,79864,4514,0
Iowa          ,IA,1987           ,2834000,6553,59,1025,5132,110781,26010,80489,4282,0
Iowa          ,IA,1988           ,2834000,7279,47,1132,5654,108254,24211,79447,4596,0
Iowa          ,IA,1989           ,2840000,7563,54,1108,5942,108349,24052,79801,4496,0
Iowa          ,IA,1990           ,2776755,8321,54,1089,6668,105550,22448,78384,4718,0
Iowa          ,IA,1991           ,2795000,8477,57,1257,6580,107069,23267,79030,4772,1
Iowa          ,IA,1992           ,2812000,7816,44,1113,6131,103459,21197,77788,4474,0
Iowa          ,IA,1993           ,2814000,9159,66,1517,6890,99080,20562,73148,5370,0
Iowa          ,IA,1994           ,2829000,8914,47,1327,6874,94475,18872,70507,5096,0
Iowa          ,IA,1995           ,2842000,10071,51,1507,7894,106504,21527,78645,6332,0
Iowa          ,IA,1996           ,2852000,7771,53,1286,5871,96296,18954,71893,5449,0
Iowa          ,IA,1997           ,2852000,8841,52,1593,6617,99986,22003,71301,6682,0
Iowa          ,IA,1998           ,2862000,8916,54,1456,6678,91272,19282,66016,5974,0
Iowa          ,IA,1999           ,2869413,8034,43,1051,6160,84463,17012,62316,5135,0
Iowa          ,IA,2000           ,2926324,7796,46,1071,6003,86834,16342,65118,5374,0
Iowa          ,IA,2001           ,2931967,7865,50,1154,6012,88634,16885,66244,5505,0
Iowa          ,IA,2002           ,2935840,8388,44,1169,6378,92877,18643,68411,5823,0
Iowa          ,IA,2003           ,2941976,8175,50,1131,6198,87554,17515,64400,5639,0
Iowa          ,IA,2004           ,2952904,8499,44,1160,6513,85775,17928,62214,5633,0
Iowa          ,IA,2005           ,2965524,8697,40,1153,6657,84370,18147,60723,5500,0
Iowa          ,IA,2006           ,2982085,8521,55,1309,6286,84202,18160,60998,5044,0
Iowa          ,IA,2007           ,2988046,8970,39,1328,6633,79133,17176,57018,4939,0
Iowa          ,IA,2008           ,3002555,8651,77,1249,6388,73273,16598,52299,4376,0
Iowa          ,IA,2009           ,3007856,8485,38,1201,6356,70080,16419,49757,3904,0
Iowa          ,IA,2010           ,3050202,8191,38,1012,6258,68740,16746,48194,3800,0
Iowa          ,IA,2011           ,3064097,7883,44,824,6149,72043,17573,50472,3998,0
Iowa          ,IA,2012           ,3075039,8167,49,962,6255,70357,17201,49116,4040,0
Iowa          ,IA,2013           ,3092341,8443,41,937,6332,67976,15918,47803,4255,0
Iowa          ,IA,2014           ,3109481,8484,60,1047,6227,65100,14363,46594,4143,0
Iowa          ,IA,2015           ,3121997,8619,73,1050,6291,64688,14977,45328,4383,0
Iowa          ,IA,2016           ,3130869,9170,73,1150,6669,65888,15306,45580,5002,0
Idaho         ,ID,1979           ,905000,2613,49,392,1986,35766,9729,23577,2460,0
Idaho         ,ID,1980           ,943629,2957,29,442,2275,42169,11691,28243,2235,0
Idaho         ,ID,1981           ,959000,2717,43,362,2114,40733,11255,27423,2055,0
Idaho         ,ID,1982           ,965000,2501,24,292,2025,36902,9958,25256,1688,0
Idaho         ,ID,1983           ,989000,2361,35,270,1875,35872,9206,24979,1687,0
Idaho         ,ID,1984           ,1001000,2355,34,244,1890,34398,8751,24138,1509,0
Idaho         ,ID,1985           ,1005000,2360,22,269,1877,36916,8917,26170,1829,0
Idaho         ,ID,1986           ,1003000,2232,32,214,1785,39964,10065,28081,1818,0
Idaho         ,ID,1987           ,998000,2138,31,242,1690,39342,9748,27923,1671,0
Idaho         ,ID,1988           ,999000,2345,36,202,1928,37345,8691,26893,1761,0
Idaho         ,ID,1989           ,1014000,2582,26,152,2168,37278,8843,26825,1610,0
Idaho         ,ID,1990           ,1006749,2776,27,151,2323,38069,8187,28216,1666,0
Idaho         ,ID,1991           ,1039000,3016,19,215,2482,40578,8582,30143,1853,0
Idaho         ,ID,1992           ,1067000,3003,37,229,2398,39636,7934,30023,1679,0
Idaho         ,ID,1993           ,1099000,3097,32,186,2491,39161,7350,29795,2016,0
Idaho         ,ID,1994           ,1133000,3238,40,209,2673,42954,8147,32597,2210,0
Idaho         ,ID,1995           ,1163000,3745,48,279,3088,47444,9069,35560,2815,0
Idaho         ,ID,1996           ,1189000,3177,43,241,2580,44532,8431,33872,2229,0
Idaho         ,ID,1997           ,1210000,3107,39,237,2481,44388,9175,32784,2429,0
Idaho         ,ID,1998           ,1229000,3468,36,264,2782,42185,8518,31385,2282,0
Idaho         ,ID,1999           ,1251700,3066,25,223,2401,36363,7641,26824,1898,0
Idaho         ,ID,2000           ,1293953,3267,16,223,2644,37961,7330,28545,2086,0
Idaho         ,ID,2001           ,1320585,3211,30,245,2511,38181,7507,28285,2389,0
Idaho         ,ID,2002           ,1343124,3419,36,240,2646,39128,7441,29060,2627,0
Idaho         ,ID,2003           ,1367034,3362,26,245,2556,40042,7837,29559,2646,0
Idaho         ,ID,2004           ,1395140,3452,31,241,2586,38799,7671,28389,2739,0
Idaho         ,ID,2005           ,1429367,3670,35,266,2792,38556,8066,27606,2884,0
Idaho         ,ID,2006           ,1466465,3666,35,294,2726,35135,7545,25154,2436,0
Idaho         ,ID,2007           ,1499402,3841,49,243,2942,34124,7131,24727,2266,0
Idaho         ,ID,2008           ,1523816,3680,23,239,2839,31940,6748,23532,1660,0
Idaho         ,ID,2009           ,1545801,3805,24,254,2952,31220,6682,23066,1472,0
Idaho         ,ID,2010           ,1571102,3464,22,213,2696,31436,6513,23594,1329,0
Idaho         ,ID,2011           ,1583744,3202,35,188,2535,32875,6915,24629,1331,0
Idaho         ,ID,2012           ,1595590,3348,30,243,2580,31825,7240,23203,1382,0
Idaho         ,ID,2013           ,1612843,3471,29,220,2548,30230,6693,21999,1538,0
Idaho         ,ID,2014           ,1634806,3439,32,203,2559,30440,6466,22297,1677,0
Idaho         ,ID,2015           ,1652828,3593,32,191,2667,28912,6124,20916,1872,1
Idaho         ,ID,2016           ,1680026,3876,49,213,2895,29357,6318,20962,2077,0
Illinois      ,IL,1979           ,11230000,83540,1203,36056,42579,593750,161776,356062,75912,0
Illinois      ,IL,1980           ,11355062,91753,1205,41675,44923,620107,177099,369319,73689,0
Illinois      ,IL,1981           ,11455000,90781,1205,42752,43108,609767,173142,366696,69929,0
Illinois      ,IL,1982           ,11448000,88644,1005,39700,44515,579954,157273,354106,68575,0
Illinois      ,IL,1983           ,11486000,83629,1112,36625,42273,552857,148445,339061,65351,0
Illinois      ,IL,1984           ,11511000,83441,1033,34965,43849,527124,135068,324649,67407,0
Illinois      ,IL,1985           ,11535000,82448,927,33120,43872,530205,131015,331030,68160,0
Illinois      ,IL,1986           ,11533000,93454,1023,37583,50083,548311,136306,339418,72587,0
Illinois      ,IL,1987           ,11582000,92216,967,36406,50400,535126,130147,342492,62487,0
Illinois      ,IL,1988           ,11544000,93557,991,36097,52020,555316,130292,355148,69876,2
Illinois      ,IL,1989           ,11658000,98611,1051,39138,54261,558803,125441,362556,70806,0
Illinois      ,IL,1990           ,11430602,110575,1182,45038,59850,567841,121506,372862,73473,0
Illinois      ,IL,1991           ,11543000,119955,1300,52653,61387,587868,129284,382942,75642,0
Illinois      ,IL,1992           ,11631000,113664,1322,47973,60057,556900,125306,359618,71976,0
Illinois      ,IL,1993           ,11697000,112260,1332,44584,62298,544869,118788,360730,65351,0
Illinois      ,IL,1994           ,11752000,112928,1378,43788,63849,548222,118116,363888,66218,0
Illinois      ,IL,1995           ,11830000,117836,1221,39139,73163,527572,108555,357143,61874,0
Illinois      ,IL,1996           ,11847000,105482,1179,33106,66649,524777,108185,358515,58077,0
Illinois      ,IL,1997           ,11896000,102476,1096,33123,63842,509113,103550,350140,55423,0
Illinois      ,IL,1998           ,12045000,97291,1008,29927,62261,487915,97792,337191,52932,0
Illinois      ,IL,1999           ,12128370,83621,939,26365,52020,463939,86317,320954,56668,0
Illinois      ,IL,2000           ,12419293,81196,898,25641,50731,445278,81850,313161,50267,0
Illinois      ,IL,2001           ,12520227,79270,982,24931,49347,434648,79158,306757,48733,1
Illinois      ,IL,2002           ,12586447,75759,961,25314,45114,430479,81440,304227,44812,0
Illinois      ,IL,2003           ,12649087,70376,895,23786,41506,415885,78345,295907,41633,1
Illinois      ,IL,2004           ,12712016,69365,780,22582,41783,403486,76088,287025,40373,0
Illinois      ,IL,2005           ,12765427,70496,770,23255,42158,394670,77635,277662,39373,0
Illinois      ,IL,2006           ,12831970,69498,780,23782,40858,387478,77259,272578,37641,0
Illinois      ,IL,2007           ,12852548,68528,752,23100,40573,377322,75524,267911,33887,0
Illinois      ,IL,2008           ,12901563,67780,790,24054,38818,378355,78968,266815,32572,1
Illinois      ,IL,2009           ,12910409,64185,773,22923,36588,353347,77850,248821,26676,0
Illinois      ,IL,2010           ,12841980,57132,704,20386,32976,349064,77472,242681,28911,0
Illinois      ,IL,2011           ,12859752,54523,781,20217,30495,344468,77719,237362,29387,0
Illinois      ,IL,2012           ,12868192,53556,770,19480,29725,332706,71100,235314,26292,0
Illinois      ,IL,2013           ,12890552,51956,722,17733,28161,296048,59093,216059,20896,1
Illinois      ,IL,2014           ,12882189,47775,690,15271,27485,269647,50759,201003,17885,0
Illinois      ,IL,2015           ,12839047,49755,754,15056,29019,256962,46846,192424,17692,2
Illinois      ,IL,2016           ,12835726,56054,1061,17829,32161,263256,48193,195196,19867,2
Indiana       ,IN,1979           ,5400000,18254,448,7167,8958,230223,63176,143666,23381,0
Indiana       ,IN,1980           ,5461103,20633,485,7720,10620,248619,71720,153297,23602,0
Indiana       ,IN,1981           ,5466000,18672,388,7050,9618,229472,63887,147038,18547,0
Indiana       ,IN,1982           ,5471000,16444,355,5966,8602,225894,59569,148454,17871,0
Indiana       ,IN,1983           ,5479000,15547,286,5474,8278,210725,54147,138929,17649,0
Indiana       ,IN,1984           ,5498000,16781,303,5435,9671,199258,51019,128941,19298,0
Indiana       ,IN,1985           ,5499000,17014,319,5065,10312,198220,50295,129861,18064,0
Indiana       ,IN,1986           ,5504000,16937,329,4954,10230,195233,48802,128404,18027,0
Indiana       ,IN,1987           ,5531000,18169,307,4901,11352,209695,52363,137722,19610,0
Indiana       ,IN,1988           ,5575000,21187,358,4963,14135,210177,52137,138335,19705,0
Indiana       ,IN,1989           ,5593000,22735,353,5671,14907,225592,54201,149514,21877,0
Indiana       ,IN,1990           ,5544159,26275,344,5619,18209,233376,52297,156741,24338,0
Indiana       ,IN,1991           ,5610000,28349,423,6506,19102,241930,54814,161039,26077,0
Indiana       ,IN,1992           ,5662000,28791,464,6921,19008,236584,53907,157181,25496,0
Indiana       ,IN,1993           ,5713000,27941,430,6845,18432,227149,48677,154016,24456,0
Indiana       ,IN,1994           ,5752000,30205,453,7490,20216,233975,48921,160043,25011,0
Indiana       ,IN,1995           ,5803000,30451,466,7844,20211,238317,47676,163618,27023,0
Indiana       ,IN,1996           ,5841000,31366,420,7249,21705,231376,45782,160777,24817,0
Indiana       ,IN,1997           ,5864000,30179,430,7763,20058,231723,48182,158442,25099,0
Indiana       ,IN,1998           ,5899000,25423,454,6561,16456,220529,46552,152790,21187,0
Indiana       ,IN,1999           ,5942901,22261,391,6496,13767,201547,42463,138794,20290,0
Indiana       ,IN,2000           ,6080485,21230,352,6282,12837,206905,41108,144707,21090,0
Indiana       ,IN,2001           ,6126743,22734,413,7171,13434,211548,42758,147291,21499,0
Indiana       ,IN,2002           ,6156913,22001,362,6612,13184,208965,42605,146073,20287,0
Indiana       ,IN,2003           ,6199571,21842,338,6401,13383,208039,41582,145686,20771,0
Indiana       ,IN,2004           ,6226537,20294,316,6373,11802,211929,42168,148670,21091,0
Indiana       ,IN,2005           ,6266019,20302,356,6809,11281,216778,43756,151278,21744,0
Indiana       ,IN,2006           ,6313520,20303,361,7175,10956,217783,45538,150655,21590,0
Indiana       ,IN,2007           ,6345289,21310,350,7845,11377,213887,46485,147999,19403,0
Indiana       ,IN,2008           ,6376792,21525,322,7580,11912,213639,48805,147334,17500,0
Indiana       ,IN,2009           ,6423113,21455,312,7347,12175,199907,48880,137190,13837,0
Indiana       ,IN,2010           ,6490622,20983,268,6559,12396,199274,48570,137204,13500,0
Indiana       ,IN,2011           ,6516353,21619,306,6977,12578,206016,50571,140630,14815,0
Indiana       ,IN,2012           ,6537782,22544,307,6601,13975,197994,47689,136668,13637,0
Indiana       ,IN,2013           ,6570713,23627,357,7114,13915,187472,42754,130534,14184,0
Indiana       ,IN,2014           ,6597880,24105,333,6894,14681,174909,36909,124144,13856,0
Indiana       ,IN,2015           ,6612768,25373,370,7081,15536,171878,34404,123940,13534,1
Indiana       ,IN,2016           ,6634007,26516,431,7291,16345,168460,33567,120454,14439,0
Kansas        ,KS,1979           ,2369000,8376,130,2423,5197,107605,31504,69622,6479,0
Kansas        ,KS,1980           ,2354783,9168,163,2664,5599,117492,35826,75268,6398,0
Kansas        ,KS,1981           ,2381000,8796,151,2611,5301,119880,36768,77039,6073,0
Kansas        ,KS,1982           ,2408000,8088,138,2095,5259,111156,32382,73416,5358,0
Kansas        ,KS,1983           ,2425000,7919,137,2038,5117,101928,28318,68735,4875,0
Kansas        ,KS,1984           ,2438000,8147,89,1745,5644,97646,25577,67028,5041,0
Kansas        ,KS,1985           ,2450000,8716,121,1929,5947,98474,25740,67433,5301,1
Kansas        ,KS,1986           ,2461000,9076,108,1958,6200,109607,29229,74029,6349,0
